"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","ITEM_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2017","Middlesbrough","E06000002","Median","Value",24198,"Normal Value"
"2017","Northumberland","E06000057","Median","Value",27104,"Normal Value"
"2017","Redcar and Cleveland","E06000003","Median","Value",25327,"Normal Value"
"2017","Stockton-on-Tees","E06000004","Median","Value",26445,"Normal Value"
"2017","Gateshead","E08000037","Median","Value",25850,"Normal Value"
"2017","Newcastle upon Tyne","E08000021","Median","Value",26655,"Normal Value"
"2017","North Tyneside","E08000022","Median","Value",28011,"Normal Value"
"2017","South Tyneside","E08000023","Median","Value",25306,"Normal Value"
"2017","Sunderland","E08000024","Median","Value",24951,"Normal Value"
"2017","Blackburn with Darwen","E06000008","Median","Value",23203,"Normal Value"
"2017","Blackpool","E06000009","Median","Value",22862,"Normal Value"
"2017","Cheshire East","E06000049","Median","Value",28629,"Normal Value"
"2017","Cheshire West and Chester","E06000050","Median","Value",29777,"Normal Value"
"2017","Halton","E06000006","Median","Value",26161,"Normal Value"
"2017","Warrington","E06000007","Median","Value",28036,"Normal Value"
"2017","Cumbria","E10000006","Median","Value",28504,"Normal Value"
"2017","Bolton","E08000001","Median","Value",24322,"Normal Value"
"2017","Bury","E08000002","Median","Value",27999,"Normal Value"
"2017","Manchester","E08000003","Median","Value",25000,"Normal Value"
"2017","Oldham","E08000004","Median","Value",25084,"Normal Value"
"2017","Rochdale","E08000005","Median","Value",24429,"Normal Value"
"2017","Salford","E08000006","Median","Value",26210,"Normal Value"
"2017","Stockport","E08000007","Median","Value",29003,"Normal Value"
"2017","Tameside","E08000008","Median","Value",24299,"Normal Value"
"2017","Trafford","E08000009","Median","Value",31848,"Normal Value"
"2017","Wigan","E08000010","Median","Value",26974,"Normal Value"
"2017","Lancashire","E10000017","Median","Value",26441,"Normal Value"
"2017","Knowsley","E08000011","Median","Value",26230,"Normal Value"
"2017","Liverpool","E08000012","Median","Value",25863,"Normal Value"
"2017","Sefton","E08000014","Median","Value",26804,"Normal Value"
"2017","St. Helens","E08000013","Median","Value",25355,"Normal Value"
"2017","Wirral","E08000015","Median","Value",27497,"Normal Value"
"2017","East Riding of Yorkshire","E06000011","Median","Value",27500,"Normal Value"
"2017","Kingston upon Hull, City of","E06000010","Median","Value",23085,"Normal Value"
"2017","North East Lincolnshire","E06000012","Median","Value",23388,"Normal Value"
"2017","North Lincolnshire","E06000013","Median","Value",27265,"Normal Value"
"2017","York","E06000014","Median","Value",25934,"Normal Value"
"2017","North Yorkshire","E10000023","Median","Value",26901,"Normal Value"
"2017","Barnsley","E08000016","Median","Value",25110,"Normal Value"
"2017","Doncaster","E08000017","Median","Value",24748,"Normal Value"
"2017","Rotherham","E08000018","Median","Value",25788,"Normal Value"
"2017","Sheffield","E08000019","Median","Value",26952,"Normal Value"
"2017","Bradford","E08000032","Median","Value",24814,"Normal Value"
"2017","Calderdale","E08000033","Median","Value",27027,"Normal Value"
"2017","Kirklees","E08000034","Median","Value",26324,"Normal Value"
"2017","Leeds","E08000035","Median","Value",27834,"Normal Value"
"2017","Wakefield","E08000036","Median","Value",24911,"Normal Value"
"2017","Derby","E06000015","Median","Value",28668,"Normal Value"
"2017","Leicester","E06000016","Median","Value",21782,"Normal Value"
"2017","Nottingham","E06000018","Median","Value",23503,"Normal Value"
"2017","Rutland","E06000017","Median","Value",28708,"Normal Value"
"2017","Derbyshire","E10000007","Median","Value",27634,"Normal Value"
"2017","Leicestershire","E10000018","Median","Value",28043,"Normal Value"
"2017","Lincolnshire","E10000019","Median","Value",25343,"Normal Value"
"2017","Northamptonshire","E10000021","Median","Value",27303,"Normal Value"
"2017","Nottinghamshire","E10000024","Median","Value",27226,"Normal Value"
"2017","Herefordshire, County of","E06000019","Median","Value",23378,"Normal Value"
"2017","Shropshire","E06000051","Median","Value",27259,"Normal Value"
"2017","Stoke-on-Trent","E06000021","Median","Value",23737,"Normal Value"
"2017","Telford and Wrekin","E06000020","Median","Value",24297,"Normal Value"
"2017","Staffordshire","E10000028","Median","Value",27789,"Normal Value"
"2017","Warwickshire","E10000031","Median","Value",30419,"Normal Value"
"2017","Birmingham","E08000025","Median","Value",26686,"Normal Value"
"2017","Coventry","E08000026","Median","Value",28432,"Normal Value"
"2017","Dudley","E08000027","Median","Value",27258,"Normal Value"
"2017","Sandwell","E08000028","Median","Value",23846,"Normal Value"
"2017","Solihull","E08000029","Median","Value",31796,"Normal Value"
"2017","Walsall","E08000030","Median","Value",24148,"Normal Value"
"2017","Wolverhampton","E08000031","Median","Value",24087,"Normal Value"
"2017","Worcestershire","E10000034","Median","Value",28235,"Normal Value"
"2017","Bedford","E06000055","Median","Value",30033,"Normal Value"
"2017","Central Bedfordshire","E06000056","Median","Value",31664,"Normal Value"
"2017","Luton","E06000032","Median","Value",28796,"Normal Value"
"2017","Peterborough","E06000031","Median","Value",24452,"Normal Value"
"2017","Southend-on-Sea","E06000033","Median","Value",30082,"Normal Value"
"2017","Thurrock","E06000034","Median","Value",29501,"Normal Value"
"2017","Cambridgeshire","E10000003","Median","Value",30667,"Normal Value"
"2017","Essex","E10000012","Median","Value",31781,"Normal Value"
"2017","Hertfordshire","E10000015","Median","Value",34199,"Normal Value"
"2017","Norfolk","E10000020","Median","Value",25458,"Normal Value"
"2017","Suffolk","E10000029","Median","Value",27432,"Normal Value"
"2017","Camden","E09000007","Median","Value",40115,"Normal Value"
"2017","City of London","E09000001","Median","Value",,"These figures are suppressed as statistically unreliable"
"2017","Hackney","E09000012","Median","Value",34507,"Normal Value"
"2017","Hammersmith and Fulham","E09000013","Median","Value",40113,"Normal Value"
"2017","Haringey","E09000014","Median","Value",33150,"Normal Value"
"2017","Islington","E09000019","Median","Value",37982,"Normal Value"
"2017","Kensington and Chelsea","E09000020","Median","Value",,"These figures are suppressed as statistically unreliable"
"2017","Lambeth","E09000022","Median","Value",34357,"Normal Value"
"2017","Lewisham","E09000023","Median","Value",34266,"Normal Value"
"2017","Newham","E09000025","Median","Value",29002,"Normal Value"
"2017","Southwark","E09000028","Median","Value",35009,"Normal Value"
"2017","Tower Hamlets","E09000030","Median","Value",37603,"Normal Value"
"2017","Wandsworth","E09000032","Median","Value",40123,"Normal Value"
"2017","Westminster","E09000033","Median","Value",43203,"Normal Value"
"2017","Barking and Dagenham","E09000002","Median","Value",30167,"Normal Value"
"2017","Barnet","E09000003","Median","Value",37430,"Normal Value"
"2017","Bexley","E09000004","Median","Value",33353,"Normal Value"
"2017","Brent","E09000005","Median","Value",30313,"Normal Value"
"2017","Bromley","E09000006","Median","Value",40490,"Normal Value"
"2017","Croydon","E09000008","Median","Value",33821,"Normal Value"
"2017","Ealing","E09000009","Median","Value",32991,"Normal Value"
"2017","Enfield","E09000010","Median","Value",30920,"Normal Value"
"2017","Greenwich","E09000011","Median","Value",32814,"Normal Value"
"2017","Harrow","E09000015","Median","Value",34243,"Normal Value"
"2017","Havering","E09000016","Median","Value",32972,"Normal Value"
"2017","Hillingdon","E09000017","Median","Value",31714,"Normal Value"
"2017","Hounslow","E09000018","Median","Value",31764,"Normal Value"
"2017","Kingston upon Thames","E09000021","Median","Value",37865,"Normal Value"
"2017","Merton","E09000024","Median","Value",35625,"Normal Value"
"2017","Redbridge","E09000026","Median","Value",33251,"Normal Value"
"2017","Richmond upon Thames","E09000027","Median","Value",40787,"Normal Value"
"2017","Sutton","E09000029","Median","Value",32394,"Normal Value"
"2017","Waltham Forest","E09000031","Median","Value",31365,"Normal Value"
"2017","Bracknell Forest","E06000036","Median","Value",32953,"Normal Value"
"2017","Brighton and Hove","E06000043","Median","Value",30274,"Normal Value"
"2017","Isle of Wight","E06000046","Median","Value",26133,"Normal Value"
"2017","Medway","E06000035","Median","Value",30481,"Normal Value"
"2017","Milton Keynes","E06000042","Median","Value",31205,"Normal Value"
"2017","Portsmouth","E06000044","Median","Value",26653,"Normal Value"
"2017","Reading","E06000038","Median","Value",32234,"Normal Value"
"2017","Slough","E06000039","Median","Value",28743,"Normal Value"
"2017","Southampton","E06000045","Median","Value",27388,"Normal Value"
"2017","West Berkshire","E06000037","Median","Value",33167,"Normal Value"
"2017","Windsor and Maidenhead","E06000040","Median","Value",39021,"Normal Value"
"2017","Wokingham","E06000041","Median","Value",36574,"Normal Value"
"2017","Buckinghamshire","E10000002","Median","Value",34602,"Normal Value"
"2017","East Sussex","E10000011","Median","Value",28000,"Normal Value"
"2017","Hampshire","E10000014","Median","Value",31946,"Normal Value"
"2017","Kent","E10000016","Median","Value",30000,"Normal Value"
"2017","Oxfordshire","E10000025","Median","Value",32964,"Normal Value"
"2017","Surrey","E10000030","Median","Value",36241,"Normal Value"
"2017","West Sussex","E10000032","Median","Value",29192,"Normal Value"
"2017","Bath and North East Somerset","E06000022","Median","Value",29722,"Normal Value"
"2017","Bournemouth","E06000028","Median","Value",27771,"Normal Value"
"2017","Bristol, City of","E06000023","Median","Value",27980,"Normal Value"
"2017","Cornwall","E06000052","Median","Value",25008,"Normal Value"
"2017","Isles of Scilly","E06000053","Median","Value",,"These figures are suppressed as statistically unreliable"
"2017","North Somerset","E06000024","Median","Value",30514,"Normal Value"
"2017","Plymouth","E06000026","Median","Value",26921,"Normal Value"
"2017","Poole","E06000029","Median","Value",27375,"Normal Value"
"2017","South Gloucestershire","E06000025","Median","Value",30236,"Normal Value"
"2017","Swindon","E06000030","Median","Value",28847,"Normal Value"
"2017","Torbay","E06000027","Median","Value",23851,"Normal Value"
"2017","Wiltshire","E06000054","Median","Value",29030,"Normal Value"
"2017","Devon","E10000008","Median","Value",25545,"Normal Value"
"2017","Dorset","E10000009","Median","Value",26236,"Normal Value"
"2017","Gloucestershire","E10000013","Median","Value",28685,"Normal Value"
"2017","Somerset","E10000027","Median","Value",26532,"Normal Value"
"2017","Anglesey","W06000001","Median","Value",25424,"Normal Value"
"2017","Gwynedd","W06000002","Median","Value",23866,"Normal Value"
"2017","Conwy","W06000003","Median","Value",26438,"Normal Value"
"2017","Denbighshire","W06000004","Median","Value",24506,"Normal Value"
"2017","Flintshire","W06000005","Median","Value",26989,"Normal Value"
"2017","Wrexham","W06000006","Median","Value",25300,"Normal Value"
"2017","Powys","W06000023","Median","Value",24884,"Normal Value"
"2017","Ceredigion","W06000008","Median","Value",23118,"Normal Value"
"2017","Pembrokeshire","W06000009","Median","Value",24180,"Normal Value"
"2017","Carmarthenshire","W06000010","Median","Value",26572,"Normal Value"
"2017","Swansea","W06000011","Median","Value",26198,"Normal Value"
"2017","Neath Port Talbot","W06000012","Median","Value",25048,"Normal Value"
"2017","Bridgend","W06000013","Median","Value",27358,"Normal Value"
"2017","The Vale of Glamorgan","W06000014","Median","Value",31674,"Normal Value"
"2017","Cardiff","W06000015","Median","Value",27739,"Normal Value"
"2017","Rhondda, Cynon, Taff","W06000016","Median","Value",26164,"Normal Value"
"2017","Merthyr Tydfil","W06000024","Median","Value",24021,"Normal Value"
"2017","Caerphilly","W06000018","Median","Value",24961,"Normal Value"
