"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","ITEM_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2016","North Yorkshire","E10000023","Total jobs","Value",353000,"Normal Value"
"2016","Barnsley","E08000016","Total jobs","Value",90000,"Normal Value"
"2016","Doncaster","E08000017","Total jobs","Value",137000,"Normal Value"
"2016","Rotherham","E08000018","Total jobs","Value",117000,"Normal Value"
"2016","Sheffield","E08000019","Total jobs","Value",289000,"Normal Value"
"2016","Bradford","E08000032","Total jobs","Value",229000,"Normal Value"
"2016","Calderdale","E08000033","Total jobs","Value",111000,"Normal Value"
"2016","Kirklees","E08000034","Total jobs","Value",185000,"Normal Value"
"2016","Leeds","E08000035","Total jobs","Value",491000,"Normal Value"
"2016","Wakefield","E08000036","Total jobs","Value",164000,"Normal Value"
"2016","Derby","E06000015","Total jobs","Value",145000,"Normal Value"
"2016","Leicester","E06000016","Total jobs","Value",202000,"Normal Value"
"2016","Nottingham","E06000018","Total jobs","Value",246000,"Normal Value"
"2016","Rutland","E06000017","Total jobs","Value",20000,"Normal Value"
"2016","Derbyshire","E10000007","Total jobs","Value",334000,"Normal Value"
"2016","Leicestershire","E10000018","Total jobs","Value",335000,"Normal Value"
"2016","Lincolnshire","E10000019","Total jobs","Value",343000,"Normal Value"
"2016","Northamptonshire","E10000021","Total jobs","Value",392000,"Normal Value"
"2016","Nottinghamshire","E10000024","Total jobs","Value",342000,"Normal Value"
"2016","Herefordshire, County of","E06000019","Total jobs","Value",96000,"Normal Value"
"2016","Shropshire","E06000051","Total jobs","Value",151000,"Normal Value"
"2016","Stoke-on-Trent","E06000021","Total jobs","Value",127000,"Normal Value"
"2016","Telford and Wrekin","E06000020","Total jobs","Value",94000,"Normal Value"
"2016","Staffordshire","E10000028","Total jobs","Value",396000,"Normal Value"
"2016","Warwickshire","E10000031","Total jobs","Value",331000,"Normal Value"
"2016","Birmingham","E08000025","Total jobs","Value",576000,"Normal Value"
"2016","Coventry","E08000026","Total jobs","Value",175000,"Normal Value"
"2016","Dudley","E08000027","Total jobs","Value",128000,"Normal Value"
"2016","Sandwell","E08000028","Total jobs","Value",142000,"Normal Value"
"2016","Solihull","E08000029","Total jobs","Value",128000,"Normal Value"
"2016","Walsall","E08000030","Total jobs","Value",120000,"Normal Value"
"2016","Wolverhampton","E08000031","Total jobs","Value",113000,"Normal Value"
"2016","Worcestershire","E10000034","Total jobs","Value",288000,"Normal Value"
"2016","Bedford","E06000055","Total jobs","Value",83000,"Normal Value"
"2016","Central Bedfordshire","E06000056","Total jobs","Value",124000,"Normal Value"
"2016","Luton","E06000032","Total jobs","Value",108000,"Normal Value"
"2016","Peterborough","E06000031","Total jobs","Value",127000,"Normal Value"
"2016","Southend-on-Sea","E06000033","Total jobs","Value",78000,"Normal Value"
"2016","Thurrock","E06000034","Total jobs","Value",72000,"Normal Value"
"2016","Cambridgeshire","E10000003","Total jobs","Value",370000,"Normal Value"
"2016","Essex","E10000012","Total jobs","Value",684000,"Normal Value"
"2016","Hertfordshire","E10000015","Total jobs","Value",690000,"Normal Value"
"2016","Norfolk","E10000020","Total jobs","Value",431000,"Normal Value"
"2016","Suffolk","E10000029","Total jobs","Value",371000,"Normal Value"
"2016","Camden","E09000007","Total jobs","Value",400000,"Normal Value"
"2016","City of London","E09000001","Total jobs","Value",567000,"Normal Value"
"2016","Hackney","E09000012","Total jobs","Value",142000,"Normal Value"
"2016","Hammersmith and Fulham","E09000013","Total jobs","Value",155000,"Normal Value"
"2016","Haringey","E09000014","Total jobs","Value",91000,"Normal Value"
"2016","Islington","E09000019","Total jobs","Value",256000,"Normal Value"
"2016","Kensington and Chelsea","E09000020","Total jobs","Value",149000,"Normal Value"
"2016","Lambeth","E09000022","Total jobs","Value",175000,"Normal Value"
"2016","Lewisham","E09000023","Total jobs","Value",82000,"Normal Value"
"2016","Newham","E09000025","Total jobs","Value",118000,"Normal Value"
"2016","Southwark","E09000028","Total jobs","Value",296000,"Normal Value"
"2016","Tower Hamlets","E09000030","Total jobs","Value",300000,"Normal Value"
"2016","Wandsworth","E09000032","Total jobs","Value",145000,"Normal Value"
"2016","Westminster","E09000033","Total jobs","Value",764000,"Normal Value"
"2016","Barking and Dagenham","E09000002","Total jobs","Value",64000,"Normal Value"
"2016","Barnet","E09000003","Total jobs","Value",167000,"Normal Value"
"2016","Bexley","E09000004","Total jobs","Value",88000,"Normal Value"
"2016","Brent","E09000005","Total jobs","Value",141000,"Normal Value"
"2016","Bromley","E09000006","Total jobs","Value",125000,"Normal Value"
"2016","Croydon","E09000008","Total jobs","Value",146000,"Normal Value"
"2016","Ealing","E09000009","Total jobs","Value",167000,"Normal Value"
"2016","Enfield","E09000010","Total jobs","Value",131000,"Normal Value"
"2016","Greenwich","E09000011","Total jobs","Value",95000,"Normal Value"
"2016","Harrow","E09000015","Total jobs","Value",89000,"Normal Value"
"2016","Havering","E09000016","Total jobs","Value",97000,"Normal Value"
"2016","Hillingdon","E09000017","Total jobs","Value",206000,"Normal Value"
"2016","Hounslow","E09000018","Total jobs","Value",198000,"Normal Value"
"2016","Kingston upon Thames","E09000021","Total jobs","Value",93000,"Normal Value"
"2016","Merton","E09000024","Total jobs","Value",100000,"Normal Value"
"2016","Redbridge","E09000026","Total jobs","Value",90000,"Normal Value"
"2016","Richmond upon Thames","E09000027","Total jobs","Value",102000,"Normal Value"
"2016","Sutton","E09000029","Total jobs","Value",83000,"Normal Value"
"2016","Waltham Forest","E09000031","Total jobs","Value",87000,"Normal Value"
"2016","Bracknell Forest","E06000036","Total jobs","Value",73000,"Normal Value"
"2016","Brighton and Hove","E06000043","Total jobs","Value",168000,"Normal Value"
"2016","Isle of Wight","E06000046","Total jobs","Value",61000,"Normal Value"
"2016","Medway","E06000035","Total jobs","Value",107000,"Normal Value"
"2016","Milton Keynes","E06000042","Total jobs","Value",201000,"Normal Value"
"2016","Portsmouth","E06000044","Total jobs","Value",125000,"Normal Value"
"2016","Reading","E06000038","Total jobs","Value",120000,"Normal Value"
"2016","Slough","E06000039","Total jobs","Value",92000,"Normal Value"
"2016","Southampton","E06000045","Total jobs","Value",135000,"Normal Value"
"2016","West Berkshire","E06000037","Total jobs","Value",110000,"Normal Value"
"2016","Windsor and Maidenhead","E06000040","Total jobs","Value",96000,"Normal Value"
"2016","Wokingham","E06000041","Total jobs","Value",95000,"Normal Value"
"2016","Buckinghamshire","E10000002","Total jobs","Value",280000,"Normal Value"
"2016","East Sussex","E10000011","Total jobs","Value",236000,"Normal Value"
"2016","Hampshire","E10000014","Total jobs","Value",734000,"Normal Value"
"2016","Kent","E10000016","Total jobs","Value",731000,"Normal Value"
"2016","Oxfordshire","E10000025","Total jobs","Value",426000,"Normal Value"
"2016","Surrey","E10000030","Total jobs","Value",674000,"Normal Value"
"2016","West Sussex","E10000032","Total jobs","Value",456000,"Normal Value"
"2016","Bath and North East Somerset","E06000022","Total jobs","Value",104000,"Normal Value"
"2016","Bournemouth","E06000028","Total jobs","Value",97000,"Normal Value"
"2016","Bristol, City of","E06000023","Total jobs","Value",303000,"Normal Value"
"2016","Cornwall","E06000052","Total jobs","Value",271000,"Normal Value"
"2016","Isles of Scilly","E06000053","Total jobs","Value",3000,"Normal Value"
"2016","North Somerset","E06000024","Total jobs","Value",95000,"Normal Value"
"2016","Plymouth","E06000026","Total jobs","Value",133000,"Normal Value"
"2016","Poole","E06000029","Total jobs","Value",93000,"Normal Value"
"2016","South Gloucestershire","E06000025","Total jobs","Value",162000,"Normal Value"
"2016","Swindon","E06000030","Total jobs","Value",130000,"Normal Value"
"2016","Torbay","E06000027","Total jobs","Value",57000,"Normal Value"
"2016","Wiltshire","E06000054","Total jobs","Value",263000,"Normal Value"
"2016","Devon","E10000008","Total jobs","Value",419000,"Normal Value"
