ID,X,Y,AIBY,PTALBY,AI2021,PTAL21,AI2031,PTAL31
59248,540045,176152,3.10476,1b,3.14194,1b,3.14194,1b
59249,540145,176152,0,0,0,0,0,0
59250,540245,176152,0,0,0,0,0,0
59251,540345,176152,0,0,0,0,0,0
59252,540445,176152,0,0,0,0,0,0
59253,540545,176152,0,0,0,0,0,0
59254,540645,176152,0,0,0,0,0,0
59255,540745,176152,11.0668,3,12.3888,3,12.3888,3
59256,540845,176152,12.5277,3,14.0727,3,14.0727,3
59257,540945,176152,12.3744,3,13.8967,3,13.8967,3
59258,541045,176152,12.1344,3,13.5419,3,13.5419,3
59259,541145,176152,4.73938,1b,4.82358,1b,4.82358,1b
59260,541245,176152,4.8489,1b,4.92661,1b,4.92661,1b
59261,541345,176152,5.02398,2,5.10676,2,5.10676,2
59262,541445,176152,4.78072,1b,4.85564,1b,4.85564,1b
59263,541545,176152,3.76667,1b,3.8241,1b,3.8241,1b
59264,541645,176152,3.34399,1b,3.38919,1b,3.38919,1b
59265,541745,176152,3.02196,1b,3.05884,1b,3.05884,1b
59266,541845,176152,0,0,0,0,0,0
59267,541945,176152,0,0,0,0,0,0
59268,542045,176152,0,0,0,0,0,0
59269,542145,176152,1.80903,1a,1.83712,1a,1.83712,1a
59270,542245,176152,0,0,0,0,0,0
59271,542345,176152,3.45846,1b,3.50683,1b,3.50683,1b
59272,542445,176152,4.02457,1b,4.09019,1b,4.09019,1b
59273,542545,176152,4.5968,1b,4.68256,1b,4.68256,1b
59274,542645,176152,5.78133,2,5.91753,2,5.91753,2
59275,542745,176152,4.83639,1b,4.9314,1b,4.9314,1b
59276,542845,176152,4.96369,1b,5.0446,2,5.0446,2
59277,542945,176152,3.46436,1b,3.51289,1b,3.51289,1b
59278,543045,176152,3.17563,1b,3.21638,1b,3.21638,1b
59279,543145,176152,0,0,0,0,0,0
59280,543245,176152,0,0,0,0,0,0
59281,543345,176152,0,0,0,0,0,0
59282,543445,176152,4.71194,1b,4.76912,1b,4.76912,1b
59283,543545,176152,4.39374,1b,4.44355,1b,4.44355,1b
59284,543645,176152,4.56096,1b,4.61463,1b,4.61463,1b
59285,543745,176152,4.74142,1b,4.79944,1b,4.79944,1b
59286,543845,176152,4.36787,1b,4.41709,1b,4.41709,1b
59287,543945,176152,5.89118,2,5.96479,2,5.96479,2
59288,544045,176152,2.57832,1b,2.62006,1b,2.62006,1b
59289,544145,176152,7.90634,2,9.03477,2,9.03477,2
59290,544245,176152,3.98863,1b,4.04147,1b,4.04147,1b
59291,544345,176152,4.70527,1b,4.77888,1b,4.77888,1b
59292,544445,176152,5.36376,2,5.45953,2,5.45953,2
59293,544545,176152,4.95892,1b,5.04071,2,5.04071,2
59294,544645,176152,4.59348,1b,4.66362,1b,4.66362,1b
59295,544745,176152,4.3278,1b,4.39003,1b,4.39003,1b
59296,544845,176152,5.89019,2,6.0058,2,6.0058,2
59297,544945,176152,5.86195,2,5.97644,2,5.97644,2
59298,545045,176152,5.20688,2,5.29709,2,5.29709,2
59299,545145,176152,6.69107,2,6.82153,2,6.82153,2
59300,545245,176152,7.25399,2,7.40763,2,7.40763,2
59301,545345,176152,12.2769,3,13.5284,3,13.5284,3
59302,545445,176152,12.2493,3,13.5437,3,13.5437,3
59303,545545,176152,13.2859,3,14.7173,3,14.7173,3
59304,545645,176152,12.769,3,14.2023,3,14.2023,3
59305,545745,176152,13.5789,3,15.1721,4,15.1721,4
59306,545845,176152,13.3288,3,15.1414,4,15.1414,4
59307,545945,176152,14.4453,3,16.4756,4,16.4756,4
59308,546045,176152,15.239,4,17.5676,4,17.5676,4
59309,546145,176152,15.8644,4,18.3451,4,18.3451,4
59310,546245,176152,14.7077,3,16.8704,4,16.8704,4
59311,546345,176152,14.3588,3,16.3165,4,16.3165,4
59312,546445,176152,14.918,3,16.7654,4,16.7654,4
59313,546545,176152,15.9069,4,17.558,4,17.558,4
59314,546645,176152,16.6109,4,18.2325,4,18.2325,4
59315,546745,176152,14.6214,3,16.0188,4,16.0188,4
59316,546845,176152,9.39589,2,10.5772,3,10.5772,3
59317,546945,176152,3.70952,1b,3.76172,1b,3.76172,1b
59318,547045,176152,3.46172,1b,3.50914,1b,3.50914,1b
59319,547145,176152,1.89686,1a,1.9383,1a,1.9383,1a
59320,547245,176152,1.87638,1a,1.91692,1a,1.91692,1a
59321,547345,176152,2.00555,1a,2.05194,1a,2.05194,1a
59322,547445,176152,1.83798,1a,1.87687,1a,1.87687,1a
59323,547545,176152,7.19073,2,8.33202,2,8.33202,2
59324,547645,176152,7.45599,2,8.7128,2,8.7128,2
59325,547745,176152,10.252,3,11.6578,3,11.6578,3
59326,547845,176152,10.9163,3,12.4907,3,12.4907,3
59327,547945,176152,11.6002,3,13.3392,3,13.3392,3
59328,548045,176152,12.0495,3,13.9175,3,13.9175,3
59329,548145,176152,13.1317,3,15.1229,4,15.1229,4
59330,548245,176152,14.6013,3,16.8987,4,16.8987,4
59331,548345,176152,13.6766,3,15.7866,4,15.7866,4
59332,548445,176152,13.1133,3,15.3204,4,15.3204,4
59333,548545,176152,12.2047,3,14.1817,3,14.1817,3
59334,548645,176152,12.2189,3,13.9997,3,13.9997,3
59335,548745,176152,8.70155,2,10.12,3,10.12,3
59336,548845,176152,7.9689,2,9.10526,2,9.10526,2
59337,548945,176152,8.26669,2,9.43862,2,9.43862,2
59338,549045,176152,3.05015,1b,3.10846,1b,3.10846,1b
59339,549145,176152,3.22854,1b,3.29425,1b,3.29425,1b
59340,549245,176152,3.30578,1b,3.37478,1b,3.37478,1b
59341,549345,176152,11.5535,3,12.6052,3,12.6052,3
59342,549445,176152,13.7024,3,14.8094,3,14.8094,3
59343,549545,176152,14.0965,3,15.3957,4,15.3957,4
59344,549645,176152,11.9745,3,13.3808,3,13.3808,3
59618,527245,176252,56.8372,6b,59.2837,6b,59.2837,6b
59619,527345,176252,12.8124,3,13.0371,3,13.0371,3
59620,527445,176252,12.115,3,12.3009,3,12.3009,3
59621,527545,176252,11.1324,3,11.2897,3,11.2897,3
59622,527645,176252,9.9745,2,10.1013,3,10.1013,3
59623,527745,176252,8.84711,2,8.94737,2,8.94737,2
59624,527845,176252,8.12013,2,8.20639,2,8.20639,2
59625,527945,176252,4.52599,1b,4.57598,1b,4.57598,1b
59626,528045,176252,5.1921,2,5.25779,2,5.25779,2
59627,528145,176252,2.47566,1a,2.52858,1b,2.52858,1b
59628,528245,176252,2.33105,1a,2.37791,1a,2.37791,1a
59629,528345,176252,2.56706,1b,2.62401,1b,2.62401,1b
59630,528445,176252,15.8631,4,16.7042,4,16.7042,4
59631,528545,176252,23.0942,5,23.2773,5,23.2773,5
59632,528645,176252,25.1916,6a,25.5373,6a,25.5373,6a
59633,528745,176252,23.4991,5,25.3026,6a,25.3026,6a
59634,528845,176252,20.8973,5,22.7257,5,22.7257,5
59635,528945,176252,11.5177,3,12.224,3,12.224,3
59636,529045,176252,13.4433,3,14.6944,3,14.6944,3
59637,529145,176252,9.06998,2,10.4143,3,10.4143,3
59638,529245,176252,10.4566,3,12.1206,3,12.1206,3
59639,529345,176252,12.5248,3,14.6722,3,14.6722,3
59640,529445,176252,12.035,3,13.7698,3,13.7698,3
59641,529545,176252,7.02008,2,7.02008,2,7.02008,2
59642,529645,176252,9.56417,2,10.6658,3,10.6658,3
59643,529745,176252,13.8087,3,14.7829,3,14.7829,3
59644,529845,176252,19.9962,4,19.9962,4,19.9962,4
59645,529945,176252,6.3696,2,7.10043,2,7.10043,2
59646,530045,176252,18.7107,4,18.7107,4,18.7107,4
59647,530145,176252,19.4066,4,19.4066,4,19.4066,4
59648,530245,176252,27.7367,6a,27.7367,6a,27.7367,6a
59649,530345,176252,30.9106,6a,30.9106,6a,30.9106,6a
59650,530445,176252,28.4001,6a,28.4001,6a,28.4001,6a
59651,530545,176252,28.2189,6a,28.2189,6a,28.2189,6a
59652,530645,176252,31.0368,6a,31.0368,6a,31.0368,6a
59653,530745,176252,30.463,6a,30.463,6a,30.463,6a
59654,530845,176252,26.8298,6a,26.8298,6a,26.8298,6a
59655,530945,176252,24.4773,5,24.4773,5,24.4773,5
59656,531045,176252,23.0236,5,23.0236,5,23.0236,5
59657,531145,176252,36.1004,6a,36.1004,6a,36.1004,6a
59658,531245,176252,11.7834,3,11.9408,3,11.9408,3
59659,531345,176252,9.34784,2,9.45243,2,9.45243,2
59660,531445,176252,14.0606,3,14.0606,3,14.0606,3
59661,531545,176252,12.892,3,12.892,3,12.892,3
59662,531645,176252,16.585,4,16.585,4,16.585,4
59663,531745,176252,10.7049,3,10.7049,3,10.7049,3
59664,531845,176252,9.82464,2,9.82464,2,9.82464,2
59665,531945,176252,11.7313,3,11.7313,3,11.7313,3
59666,532045,176252,12.8032,3,12.8032,3,12.8032,3
59667,532145,176252,10.2747,3,10.2747,3,10.2747,3
59668,532245,176252,22.0961,5,22.0961,5,22.0961,5
59669,532345,176252,24.222,5,24.222,5,24.222,5
59670,532445,176252,22.9021,5,22.9021,5,22.9021,5
59671,532545,176252,35.8986,6a,40.1362,6b,40.1362,6b
59672,532645,176252,28.2832,6a,32.0789,6a,32.0789,6a
59673,532745,176252,25.0483,6a,28.346,6a,28.346,6a
59674,532845,176252,14.0464,3,18.0602,4,18.0602,4
59675,532945,176252,25.5759,6a,30.3211,6a,30.3211,6a
59676,533045,176252,18.0817,4,20.6087,5,20.6087,5
59677,533145,176252,6.0873,2,8.35073,2,8.35073,2
59678,533245,176252,6.06271,2,8.29204,2,8.29204,2
59679,533345,176252,7.50726,2,7.57304,2,7.57304,2
59680,533445,176252,7.09354,2,7.15195,2,7.15195,2
59681,533545,176252,16.8681,4,19.2935,4,19.2935,4
59682,533645,176252,17.1686,4,19.8019,4,19.8019,4
59683,533745,176252,17.4882,4,20.3978,5,20.3978,5
59684,533845,176252,27.7539,6a,31.3457,6a,31.3457,6a
59685,533945,176252,30.3849,6a,34.5253,6a,34.5253,6a
59686,534045,176252,33.4969,6a,38.4694,6a,38.4694,6a
59687,534145,176252,38.213,6a,44.0999,6b,44.0999,6b
59688,534245,176252,40.777,6b,47.14,6b,47.14,6b
59689,534345,176252,36.9161,6a,42.564,6b,42.564,6b
59690,534445,176252,33.3094,6a,38.2617,6a,38.2617,6a
59691,534545,176252,23.6661,5,27.7018,6a,27.7018,6a
59692,534645,176252,26.8688,6a,30.5395,6a,30.5395,6a
59693,534745,176252,19.8365,4,22.8679,5,22.8679,5
59694,534845,176252,19.4224,4,22.3344,5,22.3344,5
59695,534945,176252,19.4327,4,22.167,5,22.167,5
59696,535045,176252,19.0153,4,19.0153,4,19.0153,4
59697,535145,176252,20.0459,5,20.103,5,20.103,5
59698,535245,176252,13.2786,3,13.2786,3,13.2786,3
59699,535345,176252,20.5085,5,20.5085,5,20.5085,5
59700,535445,176252,19.3582,4,19.3582,4,19.3582,4
59701,535545,176252,15.5237,4,15.5237,4,15.5237,4
59702,535645,176252,9.17955,2,9.17955,2,9.17955,2
59703,535745,176252,9.50258,2,9.50258,2,9.50258,2
59704,535845,176252,9.37873,2,9.37873,2,9.37873,2
59705,535945,176252,18.0363,4,18.0363,4,18.0363,4
59706,536045,176252,17.9095,4,17.9095,4,17.9095,4
59707,536145,176252,20.4895,5,20.4895,5,20.4895,5
59708,536245,176252,16.887,4,16.887,4,16.887,4
59709,536345,176252,17.3246,4,17.3246,4,17.3246,4
59710,536445,176252,16.9332,4,16.9332,4,16.9332,4
59711,536545,176252,21.6241,5,21.6241,5,21.6241,5
59712,536645,176252,16.3272,4,16.3272,4,16.3272,4
59713,536745,176252,21.7781,5,21.7781,5,21.7781,5
59714,536845,176252,19.0383,4,19.0383,4,19.0383,4
59715,536945,176252,21.7673,5,21.7673,5,21.7673,5
59716,537045,176252,27.826,6a,27.826,6a,27.826,6a
59717,537145,176252,22.1053,5,22.3981,5,22.3981,5
59718,537245,176252,21.1167,5,21.4782,5,21.4782,5
59719,537345,176252,22.6346,5,23.3247,5,23.3247,5
59720,537445,176252,20.8414,5,21.6441,5,21.6441,5
59721,537545,176252,15.9563,4,16.3433,4,16.3433,4
59722,537645,176252,19.4698,4,19.4698,4,19.4698,4
59723,537745,176252,25.4116,6a,25.4687,6a,25.4687,6a
59724,537845,176252,18.8468,4,18.8468,4,18.8468,4
59725,537945,176252,26.3645,6a,26.7479,6a,26.7479,6a
59726,538045,176252,24.4802,5,24.7815,5,24.7815,5
59727,538145,176252,43.0841,6b,43.6564,6b,43.6564,6b
59728,538245,176252,37.0833,6a,37.4066,6a,37.4066,6a
59729,538345,176252,36.4735,6a,36.7512,6a,36.7512,6a
59730,538445,176252,36.1847,6a,36.4508,6a,36.4508,6a
59731,538545,176252,21.3064,5,21.3146,5,21.3146,5
59732,538645,176252,17.1095,4,17.1095,4,17.1095,4
59733,538745,176252,16.3564,4,16.3564,4,16.3564,4
59734,538845,176252,2.89831,1b,2.94644,1b,2.94644,1b
59735,538945,176252,9.33507,2,10.3922,3,10.3922,3
59736,539045,176252,15.1652,4,16.4223,4,16.4223,4
59737,539145,176252,16.2209,4,17.7045,4,17.7045,4
59738,539245,176252,18.2376,4,20.0054,5,20.0054,5
59739,539345,176252,18.9416,4,20.9747,5,20.9747,5
59740,539445,176252,18.9416,4,20.9977,5,20.9977,5
59741,539545,176252,19.9267,4,22.2662,5,22.2662,5
59742,539645,176252,19.4322,4,21.8143,5,21.8143,5
59743,539745,176252,16.0092,4,17.4449,4,17.4449,4
59744,539845,176252,15.7001,4,17.0877,4,17.0877,4
59745,539945,176252,10.2807,3,11.3515,3,11.3515,3
59746,540045,176252,10.1025,3,11.1312,3,11.1312,3
59747,540145,176252,0,0,0,0,0,0
59748,540245,176252,0,0,0,0,0,0
59749,540345,176252,0,0,0,0,0,0
59750,540445,176252,0,0,0,0,0,0
59751,540545,176252,0,0,0,0,0,0
59752,540645,176252,3.83236,1b,3.88075,1b,3.88075,1b
59753,540745,176252,11.2155,3,12.5608,3,12.5608,3
59754,540845,176252,11.4699,3,12.855,3,12.855,3
59755,540945,176252,11.2862,3,12.6427,3,12.6427,3
59756,541045,176252,10.388,3,11.6213,3,11.6213,3
59757,541145,176252,4.74907,1b,4.8371,1b,4.8371,1b
59758,541245,176252,2.39242,1a,2.4418,1a,2.4418,1a
59759,541345,176252,2.37379,1a,2.42241,1a,2.42241,1a
59760,541445,176252,2.24108,1a,2.28437,1a,2.28437,1a
59761,541545,176252,3.2892,1b,3.33293,1b,3.33293,1b
59762,541645,176252,3.14828,1b,3.18832,1b,3.18832,1b
59763,541745,176252,3.02623,1b,3.06322,1b,3.06322,1b
59764,541845,176252,0,0,0,0,0,0
59765,541945,176252,1.76336,1a,1.79004,1a,1.79004,1a
59766,542045,176252,1.89722,1a,1.92814,1a,1.92814,1a
59767,542145,176252,1.95362,1a,1.98643,1a,1.98643,1a
59768,542245,176252,1.79002,1a,1.81752,1a,1.81752,1a
59769,542345,176252,0,0,0,0,0,0
59770,542445,176252,3.00954,1b,3.04612,1b,3.04612,1b
59771,542545,176252,4.65886,1b,4.74697,1b,4.74697,1b
59772,542645,176252,5.18359,2,5.29285,2,5.29285,2
59773,542745,176252,4.8787,1b,4.97539,1b,4.97539,1b
59774,542845,176252,4.19795,1b,4.26938,1b,4.26938,1b
59775,542945,176252,3.76837,1b,3.82585,1b,3.82585,1b
59776,543045,176252,3.42166,1b,3.46901,1b,3.46901,1b
59777,543145,176252,0,0,0,0,0,0
59778,543245,176252,4.27534,1b,4.32239,1b,4.32239,1b
59779,543345,176252,5.26321,2,5.33459,2,5.33459,2
59780,543445,176252,4.9099,1b,4.972,1b,4.972,1b
59781,543545,176252,5.11842,2,5.18608,2,5.18608,2
59782,543645,176252,5.07498,2,5.1415,2,5.1415,2
59783,543745,176252,5.13592,2,5.20404,2,5.20404,2
59784,543845,176252,4.85673,1b,4.91762,1b,4.91762,1b
59785,543945,176252,4.25111,1b,4.29772,1b,4.29772,1b
59786,544045,176252,4.01037,1b,4.06378,1b,4.06378,1b
59787,544145,176252,3.68007,1b,3.72502,1b,3.72502,1b
59788,544245,176252,4.2534,1b,4.3135,1b,4.3135,1b
59789,544345,176252,5.07857,2,5.16437,2,5.16437,2
59790,544445,176252,5.87666,2,5.99174,2,5.99174,2
59791,544545,176252,6.01554,2,6.13615,2,6.13615,2
59792,544645,176252,5.32243,2,5.41672,2,5.41672,2
59793,544745,176252,5.3359,2,5.43067,2,5.43067,2
59794,544845,176252,6.02464,2,6.14562,2,6.14562,2
59795,544945,176252,5.43648,2,5.53488,2,5.53488,2
59796,545045,176252,4.79071,1b,4.86703,1b,4.86703,1b
59797,545145,176252,4.16455,1b,4.22216,1b,4.22216,1b
59798,545245,176252,3.7321,1b,3.77834,1b,3.77834,1b
59799,545345,176252,4.6673,1b,4.73128,1b,4.73128,1b
59800,545445,176252,12.4661,3,13.6633,3,13.6633,3
59801,545545,176252,11.8311,3,13.0914,3,13.0914,3
59802,545645,176252,7.88219,2,9.12456,2,9.12456,2
59803,545745,176252,12.99,3,14.4907,3,14.4907,3
59804,545845,176252,12.9754,3,14.7078,3,14.7078,3
59805,545945,176252,13.2239,3,14.9734,3,14.9734,3
59806,546045,176252,13.5699,3,15.7486,4,15.7486,4
59807,546145,176252,14.0065,3,16.2346,4,16.2346,4
59808,546245,176252,14.6213,3,16.7699,4,16.7699,4
59809,546345,176252,11.1187,3,12.8794,3,12.8794,3
59810,546445,176252,14.5592,3,16.3314,4,16.3314,4
59811,546545,176252,14.6551,3,16.2743,4,16.2743,4
59812,546645,176252,14.7928,3,16.1695,4,16.1695,4
59813,546745,176252,14.7297,3,16.0876,4,16.0876,4
59814,546845,176252,9.80272,2,10.9561,3,10.9561,3
59815,546945,176252,4.05904,1b,4.12113,1b,4.12113,1b
59816,547045,176252,3.70694,1b,3.7613,1b,3.7613,1b
59817,547145,176252,2.05673,1a,2.10555,1a,2.10555,1a
59818,547245,176252,2.01951,1a,2.06655,1a,2.06655,1a
59819,547345,176252,2.19684,1a,2.25262,1a,2.25262,1a
59820,547445,176252,2.01491,1a,2.06174,1a,2.06174,1a
59821,547545,176252,2.01017,1a,2.05677,1a,2.05677,1a
59822,547645,176252,7.51902,2,8.70248,2,8.70248,2
59823,547745,176252,8.05759,2,9.38118,2,9.38118,2
59824,547845,176252,10.743,3,12.213,3,12.213,3
59825,547945,176252,11.1811,3,12.7662,3,12.7662,3
59826,548045,176252,11.4608,3,13.1539,3,13.1539,3
59827,548145,176252,12.871,3,14.8065,3,14.8065,3
59828,548245,176252,13.2501,3,15.2624,4,15.2624,4
59829,548345,176252,12.7736,3,14.687,3,14.687,3
59830,548445,176252,11.7616,3,13.6254,3,13.6254,3
59831,548545,176252,11.4704,3,13.2594,3,13.2594,3
59832,548645,176252,11.8234,3,13.4922,3,13.4922,3
59833,548745,176252,8.81406,2,10.1723,3,10.1723,3
59834,548845,176252,8.53128,2,9.82017,2,9.82017,2
59835,548945,176252,3.06604,1b,3.12514,1b,3.12514,1b
59836,549045,176252,2.11713,1a,2.15571,1a,2.15571,1a
59837,549145,176252,3.49446,1b,3.57134,1b,3.57134,1b
59838,549245,176252,3.56502,1b,3.64559,1b,3.64559,1b
59839,549345,176252,9.02994,2,10.1338,3,10.1338,3
59840,549445,176252,10.4343,3,11.6501,3,11.6501,3
59841,549545,176252,10.9451,3,12.3029,3,12.3029,3
59842,549645,176252,11.4271,3,12.9181,3,12.9181,3
60115,527245,176352,54.7965,6b,56.5785,6b,56.5785,6b
60116,527345,176352,12.875,3,13.1019,3,13.1019,3
60117,527445,176352,11.7647,3,11.954,3,11.954,3
60118,527545,176352,13.5821,3,13.816,3,13.816,3
60119,527645,176352,9.99369,2,10.1203,3,10.1203,3
60120,527745,176352,9.43153,2,9.54456,2,9.54456,2
60121,527845,176352,8.68312,2,8.77995,2,8.77995,2
60122,527945,176352,9.68912,2,9.81066,2,9.81066,2
60123,528045,176352,8.72839,2,8.82814,2,8.82814,2
60124,528145,176352,4.82547,1b,4.88122,1b,4.88122,1b
60125,528245,176352,5.05339,2,5.11195,2,5.11195,2
60126,528345,176352,4.75686,1b,4.80804,1b,4.80804,1b
60127,528445,176352,11.0829,3,11.8636,3,11.8636,3
60128,528545,176352,19.2832,4,19.545,4,19.545,4
60129,528645,176352,23.7985,5,24.2185,5,24.2185,5
60130,528745,176352,22.0772,5,22.4499,5,22.4499,5
60131,528845,176352,21.0369,5,21.2905,5,21.2905,5
60132,528945,176352,11.9784,3,12.7119,3,12.7119,3
60133,529045,176352,11.601,3,12.2992,3,12.2992,3
60134,529145,176352,7.94199,2,9.20929,2,9.20929,2
60135,529245,176352,10.1668,3,11.7635,3,11.7635,3
60136,529345,176352,11.1017,3,12.742,3,12.742,3
60137,529445,176352,13.2105,3,14.8808,3,14.8808,3
60138,529545,176352,11.8835,3,13.3414,3,13.3414,3
60139,529645,176352,10.8243,3,11.9473,3,11.9473,3
60140,529745,176352,9.54642,2,10.512,3,10.512,3
60141,529845,176352,13.2536,3,13.2536,3,13.2536,3
60142,529945,176352,15.3726,4,15.3726,4,15.3726,4
60143,530045,176352,15.0942,4,15.0942,4,15.0942,4
60144,530145,176352,18.9479,4,18.9479,4,18.9479,4
60145,530245,176352,17.6194,4,17.6194,4,17.6194,4
60146,530345,176352,27.8545,6a,27.8545,6a,27.8545,6a
60147,530445,176352,34.4392,6a,34.4392,6a,34.4392,6a
60148,530545,176352,33.8212,6a,33.8212,6a,33.8212,6a
60149,530645,176352,31.1368,6a,31.1368,6a,31.1368,6a
60150,530745,176352,31.4435,6a,31.4435,6a,31.4435,6a
60151,530845,176352,28.6647,6a,28.6647,6a,28.6647,6a
60152,530945,176352,24.4009,5,24.4009,5,24.4009,5
60153,531045,176352,24.6288,5,24.6288,5,24.6288,5
60154,531145,176352,25.9696,6a,25.9696,6a,25.9696,6a
60155,531245,176352,10.9023,3,11.0382,3,11.0382,3
60156,531345,176352,15.7202,4,15.7202,4,15.7202,4
60157,531445,176352,14.7709,3,14.7709,3,14.7709,3
60158,531545,176352,13.4321,3,13.4321,3,13.4321,3
60159,531645,176352,12.4281,3,12.4281,3,12.4281,3
60160,531745,176352,9.84128,2,9.84128,2,9.84128,2
60161,531845,176352,9.96745,2,9.96745,2,9.96745,2
60162,531945,176352,10.3619,3,10.3619,3,10.3619,3
60163,532045,176352,8.35003,2,8.35003,2,8.35003,2
60164,532145,176352,10.3459,3,10.3459,3,10.3459,3
60165,532245,176352,23.4606,5,23.4606,5,23.4606,5
60166,532345,176352,25.1205,6a,25.1205,6a,25.1205,6a
60167,532445,176352,36.4212,6a,38.3933,6a,38.3933,6a
60168,532545,176352,38.0623,6a,42.0649,6b,42.0649,6b
60169,532645,176352,26.4547,6a,29.9733,6a,29.9733,6a
60170,532745,176352,29.799,6a,33.234,6a,33.234,6a
60171,532845,176352,25.314,6a,28.9771,6a,28.9771,6a
60172,532945,176352,24.7619,5,28.8525,6a,28.8525,6a
60173,533045,176352,7.38708,2,7.45077,2,7.45077,2
60174,533145,176352,0,0,0,0,0,0
60175,533245,176352,0,0,0,0,0,0
60176,533345,176352,8.33895,2,8.42007,2,8.42007,2
60177,533445,176352,9.19444,2,9.29018,2,9.29018,2
60178,533545,176352,17.5077,4,19.962,4,19.962,4
60179,533645,176352,20.7738,5,23.5735,5,23.5735,5
60180,533745,176352,26.5493,6a,29.7261,6a,29.7261,6a
60181,533845,176352,28.8624,6a,32.4714,6a,32.4714,6a
60182,533945,176352,31.3303,6a,35.3614,6a,35.3614,6a
60183,534045,176352,34.6732,6a,40.2309,6b,40.2309,6b
60184,534145,176352,20.6211,5,23.8186,5,23.8186,5
60185,534245,176352,46.3743,6b,53.9949,6b,53.9949,6b
60186,534345,176352,39.7582,6a,45.9605,6b,45.9605,6b
60187,534445,176352,28.7639,6a,32.9576,6a,32.9576,6a
60188,534545,176352,28.9822,6a,33.1074,6a,33.1074,6a
60189,534645,176352,4.7868,1b,5.41525,2,5.41525,2
60190,534745,176352,21.0205,5,23.7421,5,23.7421,5
60191,534845,176352,20.0453,5,22.9149,5,22.9149,5
60192,534945,176352,19.1519,4,19.1519,4,19.1519,4
60193,535045,176352,19.3025,4,19.3025,4,19.3025,4
60194,535145,176352,21.096,5,21.2025,5,21.2025,5
60195,535245,176352,21.776,5,21.8748,5,21.8748,5
60196,535345,176352,21.0162,5,21.0326,5,21.0326,5
60197,535445,176352,21.8298,5,21.8298,5,21.8298,5
60198,535545,176352,20.2632,5,20.2632,5,20.2632,5
60199,535645,176352,9.72916,2,9.72916,2,9.72916,2
60200,535745,176352,16.3203,4,16.3203,4,16.3203,4
60201,535845,176352,14.9878,3,14.9878,3,14.9878,3
60202,535945,176352,28.437,6a,28.437,6a,28.437,6a
60203,536045,176352,17.3864,4,17.3864,4,17.3864,4
60204,536145,176352,13.6942,3,13.6942,3,13.6942,3
60205,536245,176352,16.1549,4,16.1549,4,16.1549,4
60206,536345,176352,14.9234,3,14.9234,3,14.9234,3
60207,536445,176352,15.5036,4,15.5036,4,15.5036,4
60208,536545,176352,20.1483,5,20.1483,5,20.1483,5
60209,536645,176352,16.6551,4,16.6551,4,16.6551,4
60210,536745,176352,17.9262,4,17.9262,4,17.9262,4
60211,536845,176352,22.2465,5,22.2465,5,22.2465,5
60212,536945,176352,25.0148,6a,25.0148,6a,25.0148,6a
60213,537045,176352,23.9727,5,24.1916,5,24.1916,5
60214,537145,176352,19.5517,4,19.6843,4,19.6843,4
60215,537245,176352,19.914,4,20.3536,5,20.3536,5
60216,537345,176352,20.196,5,20.6936,5,20.6936,5
60217,537445,176352,20.5416,5,21.584,5,21.584,5
60218,537545,176352,18.773,4,19.0482,4,19.0482,4
60219,537645,176352,24.7713,5,24.8299,5,24.8299,5
60220,537745,176352,9.00906,2,9.49386,2,9.49386,2
60221,537845,176352,26.4148,6a,26.6015,6a,26.6015,6a
60222,537945,176352,8.94675,2,9.42631,2,9.42631,2
60223,538045,176352,24.4019,5,24.4383,5,24.4383,5
60224,538145,176352,24.3269,5,24.4022,5,24.4022,5
60225,538245,176352,20.0482,5,20.0482,5,20.0482,5
60226,538345,176352,21.7589,5,21.7589,5,21.7589,5
60227,538445,176352,23.9656,5,23.9976,5,23.9976,5
60228,538545,176352,21.25,5,21.25,5,21.25,5
60229,538645,176352,16.6993,4,16.6993,4,16.6993,4
60230,538745,176352,16.8393,4,16.8393,4,16.8393,4
60231,538845,176352,3.31524,1b,3.37836,1b,3.37836,1b
60232,538945,176352,10.5743,3,11.6571,3,11.6571,3
60233,539045,176352,15.9122,4,17.2574,4,17.2574,4
60234,539145,176352,15.8484,4,17.2362,4,17.2362,4
60235,539245,176352,16.935,4,18.6141,4,18.6141,4
60236,539345,176352,17.0533,4,18.7588,4,18.7588,4
60237,539445,176352,16.3387,4,17.926,4,17.926,4
60238,539545,176352,17.9078,4,19.8988,4,19.8988,4
60239,539645,176352,20.3172,5,22.4414,5,22.4414,5
60240,539745,176352,17.0847,4,18.6843,4,18.6843,4
60241,539845,176352,16.4453,4,17.9481,4,17.9481,4
60242,539945,176352,15.0724,4,16.3612,4,16.3612,4
60243,540045,176352,10.4356,3,11.5427,3,11.5427,3
60244,540145,176352,3.22469,1b,3.26481,1b,3.26481,1b
60245,540245,176352,3.1011,1b,3.13818,1b,3.13818,1b
60246,540345,176352,0,0,0,0,0,0
60247,540445,176352,0,0,0,0,0,0
60248,540545,176352,4.08276,1b,4.13768,1b,4.13768,1b
60249,540645,176352,3.94878,1b,4.00016,1b,4.00016,1b
60250,540745,176352,10.7504,3,11.9767,3,11.9767,3
60251,540845,176352,10.1955,3,11.3742,3,11.3742,3
60252,540945,176352,5.81601,2,5.92753,2,5.92753,2
60253,541045,176352,4.42451,1b,4.48868,1b,4.48868,1b
