ZoneSystem,ZoneID,Forecast,Year,Jobs,TotalPopn,HH,PopWorkAge,PopPensionAge,EcActive,In_GLA
Railplan,664,GLA,"2,021","1,566","1,505",796,"1,193",134,833,TRUE
Railplan,665,GLA,"2,021","1,453","1,499",761,"1,162",141,819,TRUE
Railplan,666,GLA,"2,021","2,985","4,350","2,201","3,367",411,"2,374",TRUE
Railplan,667,GLA,"2,021",548,"1,711",905,"1,356",153,947,TRUE
Railplan,668,GLA,"2,021",365,"2,698","1,428","2,139",241,"1,493",TRUE
Railplan,669,GLA,"2,021","1,411","5,918","2,569","4,310",491,"2,541",TRUE
Railplan,670,GLA,"2,021","1,063","3,066","1,257","1,917",458,971,TRUE
Railplan,671,GLA,"2,021","1,415","4,311","1,867","3,157",340,"1,845",TRUE
Railplan,672,GLA,"2,021","1,028","2,899","1,470","2,246",273,"1,583",TRUE
Railplan,673,GLA,"2,021",146,"3,082","1,560","2,385",291,"1,682",TRUE
Railplan,674,GLA,"2,021","1,867","6,183","2,673","4,519",496,"2,641",TRUE
Railplan,675,GLA,"2,021",792,"4,031","1,656","2,527",600,"1,282",TRUE
Railplan,676,GLA,"2,021",192,"3,093","1,276","1,944",459,"1,000",TRUE
Railplan,677,GLA,"2,021",267,"4,353","2,030","3,166",460,"2,264",TRUE
Railplan,678,GLA,"2,021",658,"5,167","2,409","3,757",546,"2,687",TRUE
Railplan,679,GLA,"2,021",569,"4,570","2,131","3,322",484,"2,375",TRUE
Railplan,680,GLA,"2,021",160,"2,241","1,045","1,630",237,"1,166",TRUE
Railplan,681,GLA,"2,021",115,"1,862",786,"1,327",183,776,TRUE
Railplan,682,GLA,"2,021","1,804","5,952","2,511","4,243",585,"2,481",TRUE
Railplan,683,GLA,"2,021",689,"6,421","2,709","4,578",631,"2,677",TRUE
Railplan,684,GLA,"2,021",525,"3,911","1,650","2,788",384,"1,630",TRUE
Railplan,685,GLA,"2,021",723,"2,339","1,092","1,595",355,"1,078",TRUE
Railplan,686,GLA,"2,021",446,"3,395","1,571","2,351",437,"1,529",TRUE
Railplan,687,GLA,"2,021","2,315","3,872","1,827","2,732",480,"1,846",TRUE
Railplan,688,GLA,"2,021",726,"1,776",938,"1,406",160,983,TRUE
Railplan,689,GLA,"2,021","1,247","3,424","1,733","2,650",323,"1,869",TRUE
Railplan,690,GLA,"2,021",646,"4,107","2,169","3,252",368,"2,271",TRUE
Railplan,691,GLA,"2,021","1,312","1,877",774,"1,182",277,611,TRUE
Railplan,692,GLA,"2,021",827,"3,934","1,991","3,045",372,"2,147",TRUE
Railplan,693,GLA,"2,021","5,773","4,462","2,207","3,441",449,"2,153",TRUE
Railplan,694,GLA,"2,021","3,691","5,353","2,219","3,392",785,"1,730",TRUE
Railplan,695,GLA,"2,021",587,"1,051",490,765,111,547,TRUE
Railplan,696,GLA,"2,021",693,"1,868",871,"1,358",198,970,TRUE
Railplan,697,GLA,"2,021",607,"2,766","1,167","1,971",272,"1,153",TRUE
Railplan,698,GLA,"2,021","1,814","4,215","1,966","2,870",644,"1,941",TRUE
Railplan,699,GLA,"2,021",883,"4,200","1,982","2,952",534,"1,990",TRUE
Railplan,750,GLA,"2,021","1,983",323,161,261,6,183,TRUE
Railplan,779,GLA,"2,021",832,606,220,421,27,210,TRUE
Railplan,780,GLA,"2,021","23,146",150,82,128,6,100,TRUE
Railplan,781,GLA,"2,021","1,112","6,760","3,387","5,507",126,"3,928",TRUE
Railplan,782,GLA,"2,021",304,"2,483","1,241","2,006",49,"1,405",TRUE
Railplan,783,GLA,"2,021",773,"1,046",531,886,14,689,TRUE
Railplan,784,GLA,"2,021","2,960","2,025","1,028","1,716",26,"1,333",TRUE
Railplan,785,GLA,"2,021",410,"1,474",722,"1,201",37,897,TRUE
Railplan,786,GLA,"2,021","6,337","1,481",726,"1,208",37,902,TRUE
Railplan,787,GLA,"2,021","1,097","2,164",970,"1,596",115,"1,062",TRUE
Railplan,788,GLA,"2,021","1,028","2,760","1,237","2,036",147,"1,354",TRUE
Railplan,789,GLA,"2,021",137,"2,605","1,167","1,921",139,"1,278",TRUE
Railplan,790,GLA,"2,021",754,"2,505","1,122","1,847",133,"1,229",TRUE
Railplan,791,GLA,"2,021","1,577","1,413",633,"1,042",75,693,TRUE
Railplan,792,GLA,"2,021",137,450,202,332,24,221,TRUE
Railplan,793,GLA,"2,021","8,090","2,854","1,279","2,105",152,"1,401",TRUE
Railplan,794,GLA,"2,021","5,862","5,749","2,831","4,666",112,"3,319",TRUE
Railplan,795,GLA,"2,021","1,681","3,125","1,138","2,174",138,"1,093",TRUE
Railplan,796,GLA,"2,021",354,"2,551",924,"1,772",112,885,TRUE
Railplan,797,GLA,"2,021",478,"2,396",868,"1,664",105,831,TRUE
Railplan,798,GLA,"2,021",354,"2,315",839,"1,608",101,803,TRUE
Railplan,799,GLA,"2,021",603,"3,118","1,130","2,166",137,"1,082",TRUE
Railplan,850,GLA,"2,021",248,"1,283",508,911,66,513,TRUE
Railplan,851,GLA,"2,021","1,220","4,457","1,764","3,165",228,"1,781",TRUE
Railplan,853,GLA,"2,021","1,262","2,978","1,398","2,317",106,"1,632",TRUE
Railplan,856,GLA,"2,021","1,410","3,989","1,831","3,023",164,"2,080",TRUE
Railplan,857,GLA,"2,021",220,"3,788","1,570","2,744",181,"1,650",TRUE
Railplan,858,GLA,"2,021",993,"2,424",959,"1,721",124,969,TRUE
Railplan,859,GLA,"2,021","1,300","5,281","2,090","3,751",270,"2,111",TRUE
Railplan,860,GLA,"2,021","1,305","4,628","1,832","3,287",236,"1,850",TRUE
Railplan,862,GLA,"2,021",361,"1,802",702,"1,274",90,702,TRUE
Railplan,863,GLA,"2,021","11,693","1,476",790,"1,246",56,952,TRUE
Railplan,864,GLA,"2,021","23,146","1,619",885,"1,384",60,"1,078",TRUE
Railplan,865,GLA,"2,021","39,185",51,28,44,2,34,TRUE
Railplan,866,GLA,"2,021","16,585",9,5,7,0,6,TRUE
Railplan,867,GLA,"2,021","2,228",818,384,636,29,448,TRUE
Railplan,868,GLA,"2,021","2,430",296,139,231,11,162,TRUE
Railplan,869,GLA,"2,021",473,"2,976","1,397","2,315",106,"1,631",TRUE
Railplan,870,GLA,"2,021",365,347,168,275,12,197,TRUE
Railplan,871,GLA,"2,021",473,"1,471",690,"1,144",53,806,TRUE
Railplan,872,GLA,"2,021","1,262","3,300","1,549","2,568",118,"1,809",TRUE
Railplan,873,GLA,"2,021","3,173","1,538",722,"1,196",55,843,TRUE
Railplan,874,GLA,"2,021",945,"2,154","1,011","1,676",77,"1,180",TRUE
Railplan,875,GLA,"2,021",203,"1,582",742,"1,231",57,867,TRUE
Railplan,876,GLA,"2,021",675,"2,453","1,151","1,908",88,"1,344",TRUE
Railplan,877,GLA,"2,021",270,"2,642","1,240","2,056",94,"1,448",TRUE
Railplan,878,GLA,"2,021",271,"2,311","1,077","1,784",89,"1,246",TRUE
Railplan,879,GLA,"2,021",608,"2,494","1,171","1,941",89,"1,367",TRUE
Railplan,880,GLA,"2,021","7,785","2,556","1,246","2,040",109,"1,434",TRUE
Railplan,881,GLA,"2,021","1,107","3,162","1,306","2,298",157,"1,359",TRUE
Railplan,882,GLA,"2,021",482,"5,487","2,172","3,897",280,"2,193",TRUE
Railplan,883,GLA,"2,021",454,"4,148","1,642","2,946",212,"1,658",TRUE
Railplan,884,GLA,"2,021","1,759","2,925","1,158","2,078",149,"1,169",TRUE
Railplan,885,GLA,"2,021",511,"2,662","1,133","1,967",129,"1,204",TRUE
Railplan,886,GLA,"2,021",796,"2,973","1,559","2,317",211,"1,799",TRUE
Railplan,887,GLA,"2,021",727,"1,597",837,"1,241",114,960,TRUE
Railplan,888,GLA,"2,021","3,409","1,207",553,930,72,648,TRUE
Railplan,889,GLA,"2,021",390,"1,068",568,866,76,707,TRUE
Railplan,890,GLA,"2,021",68,"1,075",571,870,76,711,TRUE
Railplan,891,GLA,"2,021",751,"2,303","1,149","1,753",164,"1,284",TRUE
Railplan,892,GLA,"2,021",826,"1,957","1,043","1,595",139,"1,313",TRUE
Railplan,893,GLA,"2,021","3,505",879,409,772,27,474,TRUE
Railplan,894,GLA,"2,021","5,659",931,433,818,29,503,TRUE
Railplan,895,GLA,"2,021","4,967",757,342,650,26,393,TRUE
Railplan,896,GLA,"2,021","2,404","1,247",627,927,91,618,TRUE
Railplan,897,GLA,"2,021","8,048",296,158,238,22,196,TRUE
Railplan,898,GLA,"2,021","11,787","1,102",552,996,29,736,TRUE
Railplan,899,GLA,"2,021","5,008",751,349,660,23,405,TRUE
Railplan,940,GLA,"2,021",271,15,6,11,1,6,TRUE
Railplan,944,GLA,"2,021",365,"1,892",833,"1,430",125,942,TRUE
Railplan,945,GLA,"2,021",104,"1,036",375,720,45,359,TRUE
Railplan,946,GLA,"2,021",356,"7,404","2,836","5,254",346,"2,786",TRUE
Railplan,947,GLA,"2,021",838,"4,709","1,913","3,420",235,"1,926",TRUE
Railplan,948,GLA,"2,021","1,754","1,355",605,"1,108",56,789,TRUE
Railplan,949,GLA,"2,021","2,322","2,886","1,290","2,363",118,"1,684",TRUE
Railplan,950,GLA,"2,021",531,"3,706","1,549","2,707",217,"1,597",TRUE
Railplan,951,GLA,"2,021",453,"4,156","1,604","3,050",223,"1,713",TRUE
Railplan,952,GLA,"2,021","1,018","4,785","1,831","3,554",260,"1,996",TRUE
Railplan,953,GLA,"2,021",891,"4,187","1,640","3,100",235,"1,767",TRUE
Railplan,954,GLA,"2,021",694,"3,604","1,576","2,657",263,"1,683",TRUE
Railplan,955,GLA,"2,021",694,"5,561","2,431","4,100",406,"2,597",TRUE
Railplan,956,GLA,"2,021","1,022","3,776","1,651","2,784",276,"1,763",TRUE
Railplan,957,GLA,"2,021",391,"3,298","1,446","2,443",237,"1,574",TRUE
Railplan,958,GLA,"2,021","1,563","3,983","1,560","2,957",231,"1,698",TRUE
Railplan,959,GLA,"2,021","1,309","6,415","2,449","4,770",350,"2,678",TRUE
Railplan,960,GLA,"2,021","1,670","5,152","1,904","3,814",284,"1,932",TRUE
Railplan,961,GLA,"2,021",902,"6,119","2,131","4,509",356,"2,087",TRUE
Railplan,962,GLA,"2,021","2,443","3,404","1,186","2,509",198,"1,161",TRUE
Railplan,963,GLA,"2,021","1,106","4,036","1,427","2,953",241,"1,391",TRUE
Railplan,964,GLA,"2,021",376,"1,798",626,"1,325",105,613,TRUE
Railplan,965,GLA,"2,021","1,466","4,515","1,573","3,327",263,"1,540",TRUE
Railplan,966,GLA,"2,021","2,443","4,979","1,748","3,678",288,"1,724",TRUE
Railplan,967,GLA,"2,021","1,932","2,062",862,"1,533",121,928,TRUE
Railplan,968,GLA,"2,021",898,"5,149","2,151","3,828",302,"2,318",TRUE
Railplan,969,GLA,"2,021",987,"3,703","1,577","2,756",217,"1,714",TRUE
Railplan,970,GLA,"2,021",607,"2,531","1,078","1,884",148,"1,172",TRUE
Railplan,971,GLA,"2,021","3,244","3,161","1,348","2,367",185,"1,470",TRUE
Railplan,972,GLA,"2,021",648,"3,526","1,339","2,422",252,"1,242",TRUE
Railplan,973,GLA,"2,021",889,"4,213","1,601","2,886",306,"1,472",TRUE
Railplan,974,GLA,"2,021",245,"3,169","1,204","2,183",227,"1,117",TRUE
Railplan,975,GLA,"2,021","6,163","6,079","2,467","4,570",288,"2,731",TRUE
Railplan,976,GLA,"2,021","1,018","2,044",806,"1,495",103,859,TRUE
Railplan,977,GLA,"2,021","6,094","3,166","1,244","2,316",159,"1,329",TRUE
Railplan,978,GLA,"2,021","1,213","2,128",903,"1,662",120,"1,008",TRUE
Railplan,979,GLA,"2,021","4,449","3,557","1,422","2,767",179,"1,576",TRUE
Railplan,980,GLA,"2,021","2,101","2,733","1,086","2,120",138,"1,201",TRUE
Railplan,981,GLA,"2,021",709,"2,340",929,"1,815",118,"1,028",TRUE
Railplan,982,GLA,"2,021","4,076","4,896","1,944","3,795",247,"2,151",TRUE
Railplan,983,GLA,"2,021","3,563","2,243",890,"1,731",113,982,TRUE
Railplan,984,GLA,"2,021","1,587","2,339",923,"1,781",126,995,TRUE
Railplan,985,GLA,"2,021","1,924",846,336,656,43,372,TRUE
Railplan,986,GLA,"2,021",659,"3,641","1,470","2,828",189,"1,630",TRUE
Railplan,987,GLA,"2,021",350,"2,010",865,"1,572",116,968,TRUE
Railplan,988,GLA,"2,021",410,"1,412",606,"1,104",81,678,TRUE
Railplan,989,GLA,"2,021",310,"1,350",569,"1,053",75,635,TRUE
Railplan,990,GLA,"2,021",579,"1,738",748,"1,359",100,837,TRUE
Railplan,991,GLA,"2,021",659,"4,019","1,730","3,143",232,"1,935",TRUE
Railplan,992,GLA,"2,021",619,"2,815","1,212","2,201",163,"1,355",TRUE
Railplan,993,GLA,"2,021","1,268","4,488","1,932","3,510",259,"2,161",TRUE
Railplan,994,GLA,"2,021",274,"3,263","1,237","2,232",238,"1,134",TRUE
Railplan,995,GLA,"2,021","2,276","2,006",787,"1,463",103,835,TRUE
Railplan,996,GLA,"2,021","3,721","1,854",764,"1,479",86,855,TRUE
Railplan,997,GLA,"2,021",959,"3,336","1,436","2,609",193,"1,606",TRUE
Railplan,998,GLA,"2,021","1,062","3,379","1,454","2,641",195,"1,626",TRUE
Railplan,999,GLA,"2,021",749,"3,773","1,624","2,951",218,"1,817",TRUE
Railplan,"1,001",GLA,"2,021",721,"2,179",843,"1,565",93,925,TRUE
Railplan,"1,002",GLA,"2,021",85,"1,872",786,"1,379",84,913,TRUE
Railplan,"1,003",GLA,"2,021",142,55,23,40,2,27,TRUE
Railplan,"1,004",GLA,"2,021",14,5,2,4,0,2,TRUE
Railplan,"1,005",GLA,"2,021",222,984,480,844,12,650,TRUE
Railplan,"1,006",GLA,"2,021",463,674,321,564,12,425,TRUE
Railplan,"1,007",GLA,"2,021",170,5,2,4,0,2,TRUE
Railplan,"1,008",GLA,"2,021",57,5,2,4,0,2,TRUE
Railplan,"1,009",GLA,"2,021",28,499,204,363,24,234,TRUE
Railplan,"1,014",GLA,"2,021",49,11,5,9,0,7,TRUE
Railplan,"1,015",GLA,"2,021",222,"1,330",648,"1,141",16,878,TRUE
Railplan,"1,075",GLA,"2,021","1,158","4,988","2,432","4,279",61,"3,294",TRUE
Railplan,"1,076",GLA,"2,021",391,4,1,3,0,1,TRUE
Railplan,"1,077",GLA,"2,021",183,8,2,6,0,2,TRUE
Railplan,"1,078",GLA,"2,021",94,"1,875",802,"1,362",81,898,TRUE
Railplan,"1,079",GLA,"2,021","1,402","4,826","2,023","3,459",190,"2,139",TRUE
Railplan,"1,080",GLA,"2,021",64,"3,115","1,363","2,223",127,"1,455",TRUE
Railplan,"1,081",GLA,"2,021","2,626",64,22,46,3,25,TRUE
Railplan,"1,082",GLA,"2,021","1,802",524,182,378,23,205,TRUE
Railplan,"1,083",GLA,"2,021","3,061","4,892","1,718","3,393",280,"1,958",TRUE
Railplan,"1,084",GLA,"2,021",360,"5,748","1,953","4,155",249,"2,176",TRUE
Railplan,"1,085",GLA,"2,021","1,014","2,998","1,095","2,116",153,"1,240",TRUE
Railplan,"1,086",GLA,"2,021","2,169","1,481",491,"1,055",70,525,TRUE
Railplan,"1,087",GLA,"2,021",498,"2,859","1,058","2,006",151,"1,200",TRUE
Railplan,"1,088",GLA,"2,021",280,"2,796","1,035","1,961",147,"1,173",TRUE
Railplan,"1,089",GLA,"2,021",785,"3,136","1,317","2,310",141,"1,530",TRUE
Railplan,"1,090",GLA,"2,021",195,923,388,680,42,451,TRUE
Railplan,"1,091",GLA,"2,021","1,742","2,114","1,006","1,769",38,"1,333",TRUE
Railplan,"1,092",GLA,"2,021",42,"1,293",543,952,58,631,TRUE
Railplan,"1,093",GLA,"2,021",231,"2,760","1,023","1,919",166,"1,125",TRUE
Railplan,"1,094",GLA,"2,021",422,"3,749","1,389","2,604",228,"1,526",TRUE
Railplan,"1,095",GLA,"2,021",451,"2,224",824,"1,545",135,905,TRUE
Railplan,"1,096",GLA,"2,021",736,897,360,662,43,425,TRUE
Railplan,"1,097",GLA,"2,021","1,014","3,554","1,317","2,469",216,"1,447",TRUE
Railplan,"1,098",GLA,"2,021",789,"3,567","1,321","2,478",217,"1,452",TRUE
Railplan,"1,099",GLA,"2,021",911,"3,483","1,405","2,510",187,"1,570",TRUE
Railplan,"1,111",GLA,"2,021",748,"3,580","1,617","2,999",82,"1,939",TRUE
Railplan,"1,112",GLA,"2,021","8,046",210,81,162,13,97,TRUE
Railplan,"1,113",GLA,"2,021",722,"4,488","1,721","3,455",273,"2,072",TRUE
Railplan,"1,155",GLA,"2,021",100,7,3,5,0,3,TRUE
Railplan,"1,156",GLA,"2,021",100,"4,061","1,558","3,127",247,"1,875",TRUE
Railplan,"1,157",GLA,"2,021",75,10,4,8,1,5,TRUE
Railplan,"1,158",GLA,"2,021",883,"4,360","1,828","3,530",192,"2,274",TRUE
Railplan,"1,159",GLA,"2,021",278,"4,886","1,532","3,275",341,"1,580",TRUE
Railplan,"1,160",GLA,"2,021",267,"3,280","1,045","2,184",229,"1,053",TRUE
Railplan,"1,161",GLA,"2,021",578,"5,183","1,651","3,451",361,"1,664",TRUE
Railplan,"1,162",GLA,"2,021",822,"5,070","1,615","3,376",353,"1,628",TRUE
Railplan,"1,163",GLA,"2,021","1,222","3,907","1,245","2,601",272,"1,255",TRUE
Railplan,"1,164",GLA,"2,021",864,"3,883","1,227","2,594",271,"1,251",TRUE
Railplan,"1,165",GLA,"2,021","1,133","4,571","1,609","3,198",355,"1,907",TRUE
Railplan,"1,166",GLA,"2,021",394,"4,974","1,751","3,480",386,"2,076",TRUE
Railplan,"1,167",GLA,"2,021",246,"4,735","1,770","3,543",312,"2,122",TRUE
Railplan,"1,168",GLA,"2,021",885,"4,097","1,534","3,120",255,"1,841",TRUE
Railplan,"1,169",GLA,"2,021","1,641","3,910","1,659","3,187",165,"2,070",TRUE
Railplan,"1,170",GLA,"2,021","4,018","3,830","1,587","3,080",179,"1,965",TRUE
Railplan,"1,171",GLA,"2,021","1,221","3,532","1,355","2,719",215,"1,630",TRUE
Railplan,"1,172",GLA,"2,021",473,"3,282","1,259","2,526",199,"1,515",TRUE
Railplan,"1,173",GLA,"2,021",243,"3,632","1,012","2,547",256,"1,229",TRUE
Railplan,"1,174",GLA,"2,021",402,"4,844","1,350","3,396",341,"1,639",TRUE
Railplan,"1,175",GLA,"2,021","1,021","4,111","1,145","2,882",289,"1,391",TRUE
Railplan,"1,176",GLA,"2,021",469,"6,344","1,768","4,448",447,"2,146",TRUE
Railplan,"1,177",GLA,"2,021",929,"3,892","1,084","2,728",274,"1,317",TRUE
Railplan,"1,178",GLA,"2,021",594,"5,011","1,396","3,513",353,"1,695",TRUE
Railplan,"1,179",GLA,"2,021",385,"4,350","1,212","3,050",306,"1,472",TRUE
Railplan,"1,180",GLA,"2,021",695,"4,439","1,237","3,112",313,"1,502",TRUE
Railplan,"1,181",GLA,"2,021","1,058","4,889","1,485","3,442",348,"1,748",TRUE
Railplan,"1,182",GLA,"2,021",997,"2,816",881,"1,985",202,"1,027",TRUE
Railplan,"1,183",GLA,"2,021",459,"7,761","2,677","5,717",490,"3,198",TRUE
Railplan,"1,184",GLA,"2,021",182,"3,430","1,074","2,419",246,"1,251",TRUE
Railplan,"1,185",GLA,"2,021","2,055","5,016","1,570","3,537",359,"1,830",TRUE
Railplan,"1,186",GLA,"2,021",546,"4,296","1,347","3,030",308,"1,570",TRUE
Railplan,"1,187",GLA,"2,021",787,"4,341","1,453","3,119",321,"1,704",TRUE
Railplan,"1,188",GLA,"2,021",202,"3,948","1,317","2,819",305,"1,535",TRUE
Railplan,"1,189",GLA,"2,021",919,"2,198",733,"1,570",170,855,TRUE
Railplan,"1,190",GLA,"2,021",291,"3,468","1,157","2,477",268,"1,349",TRUE
Railplan,"1,191",GLA,"2,021",397,"2,865",997,"2,089",203,"1,167",TRUE
Railplan,"1,192",GLA,"2,021",605,"3,459","1,181","2,500",257,"1,387",TRUE
Railplan,"1,193",GLA,"2,021","3,507","2,427","1,076","2,016",70,"1,305",TRUE
Railplan,"1,194",GLA,"2,021","1,709","2,995","1,352","2,508",68,"1,622",TRUE
Railplan,"1,195",GLA,"2,021",499,566,256,474,13,307,TRUE
Railplan,"1,196",GLA,"2,021",214,7,3,5,0,4,TRUE
Railplan,"1,197",GLA,"2,021","2,688","3,374","1,524","2,826",77,"1,827",TRUE
Railplan,"1,198",GLA,"2,021","1,068","2,045",924,"1,713",47,"1,108",TRUE
Railplan,"1,201",GLA,"2,021",125,"1,725",649,"1,197",117,670,TRUE
Railplan,"1,267",GLA,"2,021",256,"7,949","2,282","5,441",567,"2,776",TRUE
Railplan,"1,268",GLA,"2,021",268,714,233,474,51,270,TRUE
Railplan,"1,269",GLA,"2,021","1,339","6,756","2,208","4,487",485,"2,557",TRUE
Railplan,"1,270",GLA,"2,021","1,719","6,541","1,912","4,540",484,"2,299",TRUE
Railplan,"1,271",GLA,"2,021","1,124","5,365","1,725","3,616",393,"2,005",TRUE
Railplan,"1,272",GLA,"2,021",148,"4,526","1,294","3,107",322,"1,574",TRUE
Railplan,"1,273",GLA,"2,021",459,"5,162","1,687","3,428",370,"1,954",TRUE
Railplan,"1,274",GLA,"2,021",306,"6,819","2,194","4,578",500,"2,474",TRUE
Railplan,"1,275",GLA,"2,021",281,"4,651","1,744","3,228",311,"1,821",TRUE
Railplan,"1,276",GLA,"2,021","1,656",630,237,437,43,245,TRUE
Railplan,"1,277",GLA,"2,021",990,"2,208",830,"1,532",150,857,TRUE
Railplan,"1,278",GLA,"2,021","1,781","4,839","1,819","3,358",329,"1,879",TRUE
Railplan,"1,279",GLA,"2,021",531,"3,291","1,235","2,289",218,"1,289",TRUE
Railplan,"1,280",GLA,"2,021","1,364","5,670","2,130","3,938",382,"2,208",TRUE
Railplan,"1,281",GLA,"2,021",271,"3,043","1,142","2,115",203,"1,189",TRUE
Railplan,"1,282",GLA,"2,021","1,470","5,460","1,876","3,622",427,"1,962",TRUE
Railplan,"1,283",GLA,"2,021","1,961","3,654","1,316","2,482",267,"1,367",TRUE
Railplan,"1,284",GLA,"2,021","2,031","6,037","2,270","4,190",411,"2,344",TRUE
Railplan,"1,285",GLA,"2,021",719,"5,204","1,956","3,611",354,"2,021",TRUE
Railplan,"1,286",GLA,"2,021",449,"3,736","1,304","2,498",286,"1,361",TRUE
Railplan,"1,287",GLA,"2,021","2,239","3,803","1,310","2,527",296,"1,370",TRUE
Railplan,"1,288",GLA,"2,021",755,"4,186","1,438","2,777",327,"1,504",TRUE
Railplan,"1,289",GLA,"2,021","2,066","5,265","1,809","3,493",412,"1,892",TRUE
Railplan,"1,290",GLA,"2,021","3,535","2,626",792,"1,868",207,934,TRUE
Railplan,"1,291",GLA,"2,021","1,272","3,022",916,"2,141",238,"1,066",TRUE
Railplan,"1,292",GLA,"2,021",372,"3,418","1,061","2,355",262,"1,151",TRUE
Railplan,"1,293",GLA,"2,021",473,"5,442","1,667","3,810",423,"1,883",TRUE
Railplan,"1,294",GLA,"2,021","1,019","4,328","1,351","2,964",329,"1,442",TRUE
Railplan,"1,295",GLA,"2,021","2,085","1,981",661,"1,415",153,770,TRUE
Railplan,"1,296",GLA,"2,021",516,"4,652","1,552","3,322",360,"1,809",TRUE
Railplan,"1,297",GLA,"2,021",281,"4,516","1,509","3,212",350,"1,749",TRUE
Railplan,"1,298",GLA,"2,021","1,586",412,154,287,27,162,TRUE
Railplan,"1,299",GLA,"2,021","1,377",441,163,311,25,181,TRUE
Railplan,"1,301",GLA,"2,021",323,"2,138",956,"1,648",137,"1,045",TRUE
Railplan,"1,364",GLA,"2,021",540,"4,177","1,696","2,942",339,"1,724",TRUE
Railplan,"1,365",GLA,"2,021","2,232","3,464","1,406","2,440",281,"1,430",TRUE
Railplan,"1,366",GLA,"2,021","1,548","2,382",967,"1,678",193,983,TRUE
Railplan,"1,367",GLA,"2,021",684,"3,947","1,602","2,780",320,"1,629",TRUE
Railplan,"1,368",GLA,"2,021","1,372","3,109","1,396","2,326",207,"1,524",TRUE
Railplan,"1,369",GLA,"2,021",700,"4,311","1,941","3,224",275,"2,087",TRUE
Railplan,"1,370",GLA,"2,021","1,259","4,545","2,046","3,395",280,"2,194",TRUE
Railplan,"1,371",GLA,"2,021",511,"4,347","1,819","3,079",337,"1,903",TRUE
Railplan,"1,372",GLA,"2,021",449,"3,365","1,388","2,349",256,"1,435",TRUE
Railplan,"1,373",GLA,"2,021",987,"5,937","2,449","4,144",452,"2,532",TRUE
Railplan,"1,374",GLA,"2,021",389,"3,834","1,581","2,676",292,"1,635",TRUE
Railplan,"1,375",GLA,"2,021",566,"4,665","1,856","3,148",355,"1,891",TRUE
Railplan,"1,376",GLA,"2,021",276,"3,631","1,561","2,645",289,"1,805",TRUE
Railplan,"1,377",GLA,"2,021","1,661","3,499","1,448","2,460",268,"1,666",TRUE
Railplan,"1,378",GLA,"2,021",315,"4,744","1,697","2,907",316,"1,764",TRUE
Railplan,"1,379",GLA,"2,021","1,348","5,306","1,893","3,245",348,"1,972",TRUE
Railplan,"1,380",GLA,"2,021","1,008","4,135","1,439","2,465",307,"1,391",TRUE
Railplan,"1,381",GLA,"2,021",429,"5,391","1,880","3,219",407,"1,801",TRUE
Railplan,"1,382",GLA,"2,021",772,"2,842",985,"1,688",214,943,TRUE
Railplan,"1,383",GLA,"2,021","1,896","4,317","1,540","2,638",284,"1,600",TRUE
Railplan,"1,384",GLA,"2,021",635,"5,093","1,831","3,138",333,"1,910",TRUE
Railplan,"1,385",GLA,"2,021",453,"3,275","1,465","2,524",210,"1,601",TRUE
Railplan,"1,386",GLA,"2,021",274,"4,120","1,766","3,017",281,"1,941",TRUE
Railplan,"1,387",GLA,"2,021",395,"4,648","1,909","3,188",370,"2,183",TRUE
Railplan,"1,388",GLA,"2,021",455,"1,541",636,"1,057",125,727,TRUE
Railplan,"1,389",GLA,"2,021","1,918","2,330",990,"1,677",184,"1,169",TRUE
Railplan,"1,390",GLA,"2,021","1,169","3,153","1,379","2,336",256,"1,660",TRUE
Railplan,"1,391",GLA,"2,021",697,"2,924","1,299","2,177",206,"1,470",TRUE
Railplan,"1,392",GLA,"2,021","1,374","3,915","1,712","2,901",317,"2,061",TRUE
Railplan,"1,393",GLA,"2,021",676,"4,401","1,921","3,278",363,"2,341",TRUE
Railplan,"1,394",GLA,"2,021","1,190","3,775","1,647","2,811",312,"2,007",TRUE
Railplan,"1,395",GLA,"2,021",890,"3,946","1,683","2,829",320,"1,983",TRUE
Railplan,"1,396",GLA,"2,021",764,"4,549","1,902","3,183",370,"2,211",TRUE
Railplan,"1,397",GLA,"2,021",810,"4,971","2,051","3,410",402,"2,346",TRUE
Railplan,"1,398",GLA,"2,021",342,"2,908","1,301","2,241",186,"1,422",TRUE
Railplan,"1,399",GLA,"2,021","1,267","4,294","1,916","3,297",278,"2,097",TRUE
Railplan,"1,453",GLA,"2,021",520,"1,345",582,983,107,624,TRUE
Railplan,"1,454",GLA,"2,021",126,"3,676","1,589","2,685",293,"1,706",TRUE
Railplan,"1,455",GLA,"2,021",725,"4,091","1,705","2,884",315,"1,777",TRUE
Railplan,"1,457",GLA,"2,021",588,"2,770","1,209","2,023",182,"1,264",TRUE
Railplan,"1,458",GLA,"2,021",445,"4,448","1,942","3,248",293,"2,029",TRUE
