ZoneSystem,ZoneID,Forecast,Year,Jobs,TotalPopn,HH,PopWorkAge,PopPensionAge,EcActive,In_GLA
Railplan,"9,041",GLA,"2,011","8,081","26,109","10,160",0,0,0,FALSE
Railplan,"9,042",GLA,"2,011","15,302","38,470","14,777",0,0,0,FALSE
Railplan,"9,044",GLA,"2,011","103,719","209,541","87,731",0,0,0,FALSE
Railplan,"9,045",GLA,"2,011","39,226","114,577","48,770",0,0,0,FALSE
Railplan,"9,046",GLA,"2,011","20,707","57,641","26,080",0,0,0,FALSE
Railplan,"9,047",GLA,"2,011","5,386","9,656","4,007",0,0,0,FALSE
Railplan,"9,048",GLA,"2,011","46,228","76,709","31,831",0,0,0,FALSE
Railplan,"9,049",GLA,"2,011","11,544","17,566","7,125",0,0,0,FALSE
Railplan,"9,050",GLA,"2,011","45,963","82,015","33,268",0,0,0,FALSE
Railplan,"9,051",GLA,"2,011","8,387","8,588","3,483",0,0,0,FALSE
Railplan,"9,052",GLA,"2,011","17,127","44,536","18,065",0,0,0,FALSE
Railplan,"9,053",GLA,"2,011","6,884","27,157","10,956",0,0,0,FALSE
Railplan,"9,054",GLA,"2,011","79,219","123,832","49,956",0,0,0,FALSE
Railplan,"9,055",GLA,"2,011","12,191","16,369","6,385",0,0,0,FALSE
Railplan,"9,056",GLA,"2,011","18,468","41,904","16,345",0,0,0,FALSE
Railplan,"9,057",GLA,"2,011","8,341","12,766","4,979",0,0,0,FALSE
Railplan,"9,058",GLA,"2,011","2,064","4,137","1,689",0,0,0,FALSE
Railplan,"9,059",GLA,"2,011","14,359","29,838","12,182",0,0,0,FALSE
Railplan,"9,060",GLA,"2,011","13,080","33,346","13,640",0,0,0,FALSE
Railplan,"9,061",GLA,"2,011","4,273","9,262","3,789",0,0,0,FALSE
Railplan,"9,062",GLA,"2,011","13,120","22,576","9,235",0,0,0,FALSE
Railplan,"9,063",GLA,"2,011","5,276","22,651","9,265",0,0,0,FALSE
Railplan,"9,101",GLA,"2,011","23,224","63,518","25,781",0,0,0,FALSE
Railplan,"9,102",GLA,"2,011","23,870","31,753","11,938",0,0,0,FALSE
Railplan,"9,103",GLA,"2,011","31,348","56,333","22,294",0,0,0,FALSE
Railplan,"9,104",GLA,"2,011","2,925","7,310","2,868",0,0,0,FALSE
Railplan,"9,105",GLA,"2,011","14,915","30,690","13,013",304,0,0,FALSE
Railplan,"9,108",GLA,"2,011","1,738","4,159","1,679",219,0,0,FALSE
Railplan,"9,109",GLA,"2,011","7,154","14,227","5,623",0,0,0,FALSE
Railplan,"9,110",GLA,"2,011","17,265","40,480","16,386",0,0,0,FALSE
Railplan,"9,112",GLA,"2,011","4,633","10,086","4,178",0,0,0,FALSE
Railplan,"9,113",GLA,"2,011","2,990","3,484","1,365",0,0,0,FALSE
Railplan,"9,114",GLA,"2,011","75,065","81,972","33,030",0,0,0,FALSE
Railplan,"9,115",GLA,"2,011","4,322","7,534","3,021",0,0,0,FALSE
Railplan,"9,117",GLA,"2,011","9,959","24,050","10,159",0,0,0,FALSE
Railplan,"9,124",GLA,"2,011","42,341","102,550","46,058",0,0,0,FALSE
Railplan,"9,126",GLA,"2,011","36,973","94,921","44,047",0,0,0,FALSE
Railplan,"9,127",GLA,"2,011","83,334","175,746","76,446",0,0,0,FALSE
Railplan,"9,129",GLA,"2,011","42,198","94,272","43,036",0,0,0,FALSE
Railplan,"9,131",GLA,"2,011","3,243","8,685","3,487",229,0,0,FALSE
Railplan,"9,133",GLA,"2,011","4,802","6,925","2,756",0,0,0,FALSE
Railplan,"9,134",GLA,"2,011","1,244","5,827","2,533",9,0,0,FALSE
Railplan,"9,135",GLA,"2,011","5,666","8,562","3,243",0,0,0,FALSE
Railplan,"9,136",GLA,"2,011","11,619","20,058","7,610",0,0,0,FALSE
Railplan,"9,138",GLA,"2,011","1,832","3,230","1,277",0,0,0,FALSE
Railplan,"9,139",GLA,"2,011","3,964","7,748","2,956",0,0,0,FALSE
Railplan,"9,140",GLA,"2,011","3,272","5,274","2,133",0,0,0,FALSE
Railplan,"9,141",GLA,"2,011","8,221","27,158","11,037",0,0,0,FALSE
Railplan,"9,142",GLA,"2,011","7,705","21,183","8,726",0,0,0,FALSE
Railplan,"9,144",GLA,"2,011","1,207","3,034","1,197",0,0,0,FALSE
Railplan,"9,145",GLA,"2,011","33,437","63,382","27,758",0,0,0,FALSE
Railplan,"9,146",GLA,"2,011","5,213","16,624","7,281",0,0,0,FALSE
Railplan,"9,147",GLA,"2,011","1,847","3,835","1,679",0,0,0,FALSE
Railplan,"9,148",GLA,"2,011","9,114","19,791","8,667",0,0,0,FALSE
Railplan,"9,149",GLA,"2,011","7,388","16,279","6,606",0,0,0,FALSE
Railplan,"9,150",GLA,"2,011","13,449","29,314","11,896",0,0,0,FALSE
Railplan,"9,151",GLA,"2,011","3,640","13,518","5,486",0,0,0,FALSE
Railplan,"9,152",GLA,"2,011","5,876","16,654","6,759",0,0,0,FALSE
Railplan,"9,153",GLA,"2,011",395,"1,700",728,0,0,0,FALSE
Railplan,"9,154",GLA,"2,011","11,052","19,790","8,477",0,0,0,FALSE
Railplan,"9,155",GLA,"2,011","9,986","20,180","8,287",0,0,0,FALSE
Railplan,"9,156",GLA,"2,011","14,930","27,024","11,098",0,0,0,FALSE
Railplan,"9,157",GLA,"2,011","1,628","5,852","2,403",0,0,0,FALSE
Railplan,"9,158",GLA,"2,011","13,361","34,248","14,176",0,0,0,FALSE
Railplan,"9,160",GLA,"2,011","18,737","65,360","29,196",0,0,0,FALSE
Railplan,"9,161",GLA,"2,011","4,505","13,091","5,848",0,0,0,FALSE
Railplan,"9,162",GLA,"2,011","3,318","2,482","1,109",0,0,0,FALSE
Railplan,"9,163",GLA,"2,011","10,477","27,108","12,109",0,0,0,FALSE
Railplan,"9,164",GLA,"2,011","5,832","9,046","4,041",0,0,0,FALSE
Railplan,"9,165",GLA,"2,011","9,814","34,027","15,200",0,0,0,FALSE
Railplan,"9,166",GLA,"2,011","5,800","10,805","4,732",0,0,0,FALSE
Railplan,"9,167",GLA,"2,011","7,729","20,906","8,696",0,0,0,FALSE
Railplan,"9,168",GLA,"2,011","15,818","32,494","13,516",0,0,0,FALSE
Railplan,"9,169",GLA,"2,011","4,309","8,677","3,609",0,0,0,FALSE
Railplan,"9,170",GLA,"2,011","1,304","9,555","3,974",0,0,0,FALSE
Railplan,"9,171",GLA,"2,011","20,032","46,049","19,154",0,0,0,FALSE
Railplan,"9,172",GLA,"2,011","3,912","15,027","6,250",0,0,0,FALSE
Railplan,"9,173",GLA,"2,011","5,745","11,059","4,600",0,0,0,FALSE
Railplan,"9,174",GLA,"2,011","11,552","27,609","12,120",0,0,0,FALSE
Railplan,"9,175",GLA,"2,011","12,349","37,036","16,259",0,0,0,FALSE
Railplan,"9,176",GLA,"2,011","8,515","16,131","6,579",0,0,0,FALSE
Railplan,"9,177",GLA,"2,011","14,542","30,674","12,510",0,0,0,FALSE
Railplan,"9,178",GLA,"2,011","21,086","43,891","17,897",0,0,0,FALSE
Railplan,"9,179",GLA,"2,011","8,414","27,514","11,221",0,0,0,FALSE
Railplan,"9,180",GLA,"2,011","5,483","11,456","4,951",0,0,0,FALSE
Railplan,"9,181",GLA,"2,011","1,126","2,695","1,165",0,0,0,FALSE
Railplan,"9,182",GLA,"2,011","14,583","23,100","9,984",0,0,0,FALSE
Railplan,"9,183",GLA,"2,011","11,353","33,664","14,549",0,0,0,FALSE
Railplan,"9,184",GLA,"2,011","6,904","25,616","11,071",0,0,0,FALSE
Railplan,"9,185",GLA,"2,011","14,043","46,497","19,732",0,0,0,FALSE
Railplan,"9,186",GLA,"2,011","11,143","24,197","10,279",0,0,0,FALSE
Railplan,"9,187",GLA,"2,011","4,785","10,032","4,149",0,0,0,FALSE
Railplan,"9,188",GLA,"2,011","8,945","23,718","9,809",0,0,0,FALSE
Railplan,"9,189",GLA,"2,011","3,432","5,436","2,252",0,0,0,FALSE
Railplan,"9,190",GLA,"2,011","4,768","10,466","4,447",0,0,0,FALSE
Railplan,"9,191",GLA,"2,011","3,210","8,285","3,239",0,0,0,FALSE
Railplan,"9,192",GLA,"2,011","3,257","5,422","2,120",0,0,0,FALSE
Railplan,"9,193",GLA,"2,011","16,628","50,778","23,302",0,0,0,FALSE
Railplan,"9,194",GLA,"2,011","13,772","35,275","16,188",0,0,0,FALSE
Railplan,"9,195",GLA,"2,011","20,019","56,664","25,456",0,0,0,FALSE
Railplan,"9,196",GLA,"2,011","2,699","6,333","2,845",0,0,0,FALSE
Railplan,"9,197",GLA,"2,011","2,653","7,776","3,493",0,0,0,FALSE
Railplan,"9,198",GLA,"2,011","2,221","9,182","4,125",0,0,0,FALSE
Railplan,"9,199",GLA,"2,011","2,975","5,093","2,067",82,0,0,FALSE
Railplan,"9,201",GLA,"2,011","15,673","23,515","9,762","1,751",0,0,FALSE
Railplan,"9,202",GLA,"2,011","15,418","17,402","7,403",0,0,0,FALSE
Railplan,"9,203",GLA,"2,011","3,337","10,003","4,215",0,0,0,FALSE
Railplan,"9,204",GLA,"2,011","4,972","16,517","6,764",0,0,0,FALSE
Railplan,"9,205",GLA,"2,011","3,275","14,471","5,739",0,0,0,FALSE
Railplan,"9,206",GLA,"2,011","7,335","21,380","8,648",0,0,0,FALSE
Railplan,"9,207",GLA,"2,011","36,160","102,270","40,941",0,0,0,FALSE
Railplan,"9,210",GLA,"2,011","11,098","26,919","10,651",0,0,0,FALSE
Railplan,"9,212",GLA,"2,011","6,686","12,747","5,137",0,0,0,FALSE
Railplan,"9,213",GLA,"2,011","47,926","99,645","41,080",0,0,0,FALSE
Railplan,"9,218",GLA,"2,011","9,522","25,696","9,846",0,0,0,FALSE
Railplan,"9,222",GLA,"2,011","22,274","81,754","32,449",0,0,0,FALSE
Railplan,"9,223",GLA,"2,011","3,429","5,852","2,392",0,0,0,FALSE
Railplan,"9,224",GLA,"2,011","10,330","24,806","10,416",0,0,0,FALSE
Railplan,"9,226",GLA,"2,011","22,092","70,316","28,185",0,0,0,FALSE
Railplan,"9,227",GLA,"2,011","15,618","34,866","13,839",0,0,0,FALSE
Railplan,"9,229",GLA,"2,011","6,492","13,864","5,748",0,0,0,FALSE
Railplan,"9,230",GLA,"2,011","2,484","5,476","2,108",0,0,0,FALSE
Railplan,"9,231",GLA,"2,011","9,764","17,403","7,053",0,0,0,FALSE
Railplan,"9,232",GLA,"2,011","2,160","5,019","2,036",0,0,0,FALSE
Railplan,"9,233",GLA,"2,011","3,799","2,456",969,0,0,0,FALSE
Railplan,"9,234",GLA,"2,011","7,537","14,780","5,966",0,0,0,FALSE
Railplan,"9,235",GLA,"2,011","3,819","8,736","3,451",0,0,0,FALSE
Railplan,"9,236",GLA,"2,011","3,230","8,792","3,406",0,0,0,FALSE
Railplan,"9,238",GLA,"2,011","9,811","25,031","10,139",0,0,0,FALSE
Railplan,"9,239",GLA,"2,011","5,310","5,553","2,135",0,0,0,FALSE
Railplan,"9,240",GLA,"2,011","4,566","11,516","4,614",0,0,0,FALSE
Railplan,"9,242",GLA,"2,011",336,"1,094",452,0,0,0,FALSE
Railplan,"9,243",GLA,"2,011","1,135","1,181",488,0,0,0,FALSE
Railplan,"9,244",GLA,"2,011","5,928","9,877","4,083",0,0,0,FALSE
Railplan,"9,245",GLA,"2,011","1,072","1,927",796,0,0,0,FALSE
Railplan,"9,246",GLA,"2,011",715,"1,496",618,0,0,0,FALSE
Railplan,"9,247",GLA,"2,011","3,141","5,879","2,476",0,0,0,FALSE
Railplan,"9,248",GLA,"2,011",691,"2,924","1,232",0,0,0,FALSE
Railplan,"9,249",GLA,"2,011","3,491","4,140","1,666",0,0,0,FALSE
Railplan,"9,250",GLA,"2,011","2,976","7,457","3,001",0,0,0,FALSE
Railplan,"9,251",GLA,"2,011",944,"1,493",601,0,0,0,FALSE
Railplan,"9,252",GLA,"2,011","1,900","3,392","1,310",0,0,0,FALSE
Railplan,"9,253",GLA,"2,011","4,750","8,413","3,248",0,0,0,FALSE
Railplan,"9,254",GLA,"2,011","4,948","12,344","4,766",0,0,0,FALSE
Railplan,"9,255",GLA,"2,011","11,901","19,331","7,717",0,0,0,FALSE
Railplan,"9,256",GLA,"2,011","10,562","21,846","8,721",0,0,0,FALSE
Railplan,"9,257",GLA,"2,011",286,"3,122","1,272",0,0,0,FALSE
Railplan,"9,258",GLA,"2,011",588,"3,176","1,294",0,0,0,FALSE
Railplan,"9,259",GLA,"2,011","7,061","18,272","8,018",0,0,0,FALSE
Railplan,"9,260",GLA,"2,011","22,822","58,933","25,862",0,0,0,FALSE
Railplan,"9,261",GLA,"2,011","11,383","30,827","13,528",0,0,0,FALSE
Railplan,"9,262",GLA,"2,011","3,656","8,411","3,345",0,0,0,FALSE
Railplan,"9,263",GLA,"2,011","11,101","15,968","6,350",0,0,0,FALSE
Railplan,"9,264",GLA,"2,011","3,782","7,885","3,228",0,0,0,FALSE
Railplan,"9,265",GLA,"2,011","33,438","58,710","24,035",0,0,0,FALSE
Railplan,"9,266",GLA,"2,011","3,089","5,785","2,369",0,0,0,FALSE
Railplan,"9,267",GLA,"2,011","18,884","46,097","19,949",0,0,0,FALSE
Railplan,"9,268",GLA,"2,011","13,048","38,018","16,453",0,0,0,FALSE
Railplan,"9,269",GLA,"2,011","5,312","17,512","7,579",0,0,0,FALSE
Railplan,"9,270",GLA,"2,011","7,581","9,908","4,288",0,0,0,FALSE
Railplan,"9,271",GLA,"2,011","24,207","64,381","28,554",0,0,0,FALSE
Railplan,"9,272",GLA,"2,011","2,512","6,336","2,810",0,0,0,FALSE
Railplan,"9,273",GLA,"2,011","21,412","63,460","28,145",0,0,0,FALSE
Railplan,"9,274",GLA,"2,011","28,244","76,930","30,927",0,0,0,FALSE
Railplan,"9,275",GLA,"2,011","4,907","8,892","3,575",0,0,0,FALSE
Railplan,"9,276",GLA,"2,011","30,859","58,390","23,474",0,0,0,FALSE
Railplan,"9,277",GLA,"2,011","2,859","7,199","2,894",0,0,0,FALSE
Railplan,"9,278",GLA,"2,011","11,392","27,350","11,188",0,0,0,FALSE
Railplan,"9,279",GLA,"2,011","20,463","44,071","18,028",0,0,0,FALSE
Railplan,"9,280",GLA,"2,011","14,914","39,803","16,282",0,0,0,FALSE
Railplan,"9,281",GLA,"2,011","3,227","17,065","6,981",0,0,0,FALSE
Railplan,"9,282",GLA,"2,011","2,755","8,048","3,292",0,0,0,FALSE
Railplan,"9,283",GLA,"2,011","3,873","20,970","8,365",0,0,0,FALSE
Railplan,"9,285",GLA,"2,011","9,964","28,872","12,247",0,0,0,FALSE
Railplan,"9,286",GLA,"2,011","23,075","41,367","17,547",0,0,0,FALSE
Railplan,"9,287",GLA,"2,011",765,"1,606",681,0,0,0,FALSE
Railplan,"9,288",GLA,"2,011","8,868","14,267","6,409",0,0,0,FALSE
Railplan,"9,313",GLA,"2,011","3,097","8,888","3,671",0,0,0,FALSE
Railplan,"9,314",GLA,"2,011","37,608","96,058","41,009",0,0,0,FALSE
Railplan,"9,315",GLA,"2,011","21,327","52,672","21,773",0,0,0,FALSE
Railplan,"9,316",GLA,"2,011","3,474","5,697","2,300",0,0,0,FALSE
Railplan,"9,317",GLA,"2,011","96,807","172,844","69,917",0,0,0,FALSE
Railplan,"9,318",GLA,"2,011","21,524","49,307","20,082",0,0,0,FALSE
Railplan,"9,319",GLA,"2,011","41,296","81,362","33,170",0,0,0,FALSE
Railplan,"9,320",GLA,"2,011","19,694","48,638","19,827",0,0,0,FALSE
Railplan,"9,321",GLA,"2,011","1,974","4,448","1,796",0,0,0,FALSE
Railplan,"9,322",GLA,"2,011","1,184","2,442",986,0,0,0,FALSE
Railplan,"9,323",GLA,"2,011","5,316","7,831","3,161",0,0,0,FALSE
Railplan,"9,324",GLA,"2,011","3,974","9,739","3,931",0,0,0,FALSE
Railplan,"9,325",GLA,"2,011","2,316","4,102","1,656",0,0,0,FALSE
Railplan,"9,326",GLA,"2,011","2,525","4,680","1,888",0,0,0,FALSE
Railplan,"9,327",GLA,"2,011","37,323","81,650","32,920",0,0,0,FALSE
Railplan,"9,328",GLA,"2,011","78,630","124,880","47,022",0,0,0,FALSE
Railplan,"9,329",GLA,"2,011","2,886","8,075","3,256",0,0,0,FALSE
Railplan,"9,330",GLA,"2,011","11,106","17,377","7,014",0,0,0,FALSE
Railplan,"9,331",GLA,"2,011",947,"2,356",951,0,0,0,FALSE
Railplan,"9,332",GLA,"2,011","8,157","21,959","9,071",0,0,0,FALSE
Railplan,"9,335",GLA,"2,011","1,474","4,448","1,796",0,0,0,FALSE
Railplan,164,GLA,"2,021","4,198","1,000",582,697,218,570,TRUE
Railplan,165,GLA,"2,021","8,017",217,133,187,19,152,TRUE
Railplan,166,GLA,"2,021","15,726",280,182,264,8,229,TRUE
Railplan,167,GLA,"2,021","14,022",22,12,18,1,14,TRUE
Railplan,168,GLA,"2,021","10,520",15,10,14,0,12,TRUE
Railplan,169,GLA,"2,021","9,246",18,12,17,1,15,TRUE
Railplan,170,GLA,"2,021","20,347",26,16,24,1,20,TRUE
Railplan,171,GLA,"2,021","13,999",12,9,11,1,10,TRUE
Railplan,172,GLA,"2,021","13,707",80,44,62,5,53,TRUE
Railplan,173,GLA,"2,021","12,721",76,51,64,10,56,TRUE
Railplan,174,GLA,"2,021","8,496",103,69,89,11,71,TRUE
Railplan,175,GLA,"2,021",82,216,97,154,24,97,TRUE
Railplan,176,GLA,"2,021","9,315",334,155,243,37,157,TRUE
Railplan,177,GLA,"2,021","3,610",135,91,116,14,93,TRUE
Railplan,178,GLA,"2,021","2,949",117,79,101,12,81,TRUE
Railplan,179,GLA,"2,021","14,825",268,142,195,36,143,TRUE
Railplan,180,GLA,"2,021","7,422",18,11,17,0,14,TRUE
Railplan,181,GLA,"2,021","15,853",10,6,8,1,7,TRUE
Railplan,182,GLA,"2,021","18,423",15,10,15,0,12,TRUE
Railplan,183,GLA,"2,021","2,690",10,6,9,0,8,TRUE
Railplan,184,GLA,"2,021","31,662",39,25,36,1,30,TRUE
Railplan,185,GLA,"2,021","6,952",468,248,341,63,251,TRUE
Railplan,186,GLA,"2,021","5,037","1,604",933,"1,118",350,915,TRUE
Railplan,187,GLA,"2,021","12,528",125,56,89,14,56,TRUE
Railplan,188,GLA,"2,021","8,446",13,8,12,0,10,TRUE
Railplan,189,GLA,"2,021","27,013",389,284,359,25,308,TRUE
Railplan,190,GLA,"2,021","10,716",234,123,176,16,149,TRUE
Railplan,191,GLA,"2,021","18,213",200,133,169,26,148,TRUE
Railplan,192,GLA,"2,021","12,636",57,26,41,7,26,TRUE
Railplan,193,GLA,"2,021","14,802",362,211,255,76,208,TRUE
Railplan,194,GLA,"2,021","10,807",164,105,143,11,117,TRUE
Railplan,195,GLA,"2,021","20,456","1,263",777,"1,056",149,881,TRUE
Railplan,196,GLA,"2,021","21,213",259,164,232,18,196,TRUE
Railplan,197,GLA,"2,021","10,300",55,37,47,6,38,TRUE
Railplan,198,GLA,"2,021","13,619",43,23,32,6,23,TRUE
Railplan,199,GLA,"2,021","7,765","1,479",861,"1,031",322,843,TRUE
Railplan,274,GLA,"2,021","21,181",501,173,434,43,217,TRUE
Railplan,275,GLA,"2,021","5,429",288,131,222,34,159,TRUE
Railplan,276,GLA,"2,021","4,770",986,547,747,137,527,TRUE
Railplan,277,GLA,"2,021","5,284",121,70,98,15,75,TRUE
Railplan,278,GLA,"2,021","5,818",121,69,93,18,70,TRUE
Railplan,279,GLA,"2,021","2,336",69,39,53,10,40,TRUE
Railplan,280,GLA,"2,021","21,600","1,113",588,941,130,584,TRUE
Railplan,281,GLA,"2,021","4,787",349,194,283,46,176,TRUE
Railplan,282,GLA,"2,021","1,713",147,85,122,14,84,TRUE
Railplan,283,GLA,"2,021","5,883",489,290,386,56,274,TRUE
Railplan,284,GLA,"2,021","22,781",743,383,564,85,392,TRUE
Railplan,285,GLA,"2,021","8,590",30,9,26,3,12,TRUE
Railplan,286,GLA,"2,021","11,082",383,228,306,54,248,TRUE
Railplan,287,GLA,"2,021","7,470",757,429,597,88,430,TRUE
Railplan,288,GLA,"2,021","2,761",380,187,329,37,197,TRUE
Railplan,289,GLA,"2,021","9,533",255,144,209,29,166,TRUE
Railplan,290,GLA,"2,021","6,791",278,164,227,34,177,TRUE
Railplan,291,GLA,"2,021","4,268",193,110,149,28,113,TRUE
Railplan,292,GLA,"2,021",958,401,229,309,58,234,TRUE
Railplan,293,GLA,"2,021","26,835",162,87,134,19,79,TRUE
Railplan,294,GLA,"2,021","2,069",899,492,722,124,436,TRUE
Railplan,295,GLA,"2,021","7,042",688,377,552,96,335,TRUE
Railplan,296,GLA,"2,021","5,856",315,180,265,33,174,TRUE
Railplan,297,GLA,"2,021","6,344",388,210,320,38,213,TRUE
Railplan,298,GLA,"2,021","6,447",992,552,826,100,535,TRUE
Railplan,299,GLA,"2,021","8,854",390,226,297,54,215,TRUE
Railplan,360,GLA,"2,021","2,090",498,291,419,42,291,TRUE
Railplan,361,GLA,"2,021","4,153",217,127,185,17,128,TRUE
Railplan,362,GLA,"2,021","4,173",190,111,162,15,113,TRUE
Railplan,363,GLA,"2,021","13,448",303,189,280,13,189,TRUE
Railplan,364,GLA,"2,021","5,010",254,148,215,20,149,TRUE
Railplan,365,GLA,"2,021","5,443",235,154,189,23,141,TRUE
Railplan,366,GLA,"2,021","11,066",102,61,79,13,57,TRUE
Railplan,367,GLA,"2,021","3,905",124,71,93,19,67,TRUE
Railplan,368,GLA,"2,021","1,860",274,158,203,44,145,TRUE
Railplan,369,GLA,"2,021","4,101",117,67,87,19,62,TRUE
Railplan,370,GLA,"2,021","2,948",328,190,244,51,174,TRUE
Railplan,371,GLA,"2,021","9,852",74,47,59,7,44,TRUE
Railplan,372,GLA,"2,021","2,081",222,125,164,35,116,TRUE
Railplan,373,GLA,"2,021","4,758",751,372,629,64,443,TRUE
Railplan,374,GLA,"2,021","12,013",473,242,385,44,277,TRUE
Railplan,375,GLA,"2,021","4,524",348,192,283,29,226,TRUE
Railplan,376,GLA,"2,021","7,317",839,460,678,74,537,TRUE
Railplan,377,GLA,"2,021","1,265",790,424,608,81,403,TRUE
Railplan,378,GLA,"2,021","4,788","1,100",528,885,119,480,TRUE
Railplan,379,GLA,"2,021","2,458","1,361",720,"1,066",169,797,TRUE
Railplan,380,GLA,"2,021","1,535",398,213,320,40,228,TRUE
Railplan,381,GLA,"2,021","1,030",578,308,467,55,325,TRUE
Railplan,382,GLA,"2,021","3,702",269,153,226,23,153,TRUE
Railplan,383,GLA,"2,021","11,103",261,165,209,26,156,TRUE
Railplan,384,GLA,"2,021","10,827",191,117,147,25,107,TRUE
Railplan,385,GLA,"2,021","3,383",911,516,671,144,472,TRUE
Railplan,386,GLA,"2,021","2,612",568,302,414,86,279,TRUE
Railplan,387,GLA,"2,021","8,185",195,121,179,9,122,TRUE
Railplan,388,GLA,"2,021","6,598","1,480",725,"1,249",122,873,TRUE
Railplan,389,GLA,"2,021","9,320",441,233,348,46,257,TRUE
Railplan,390,GLA,"2,021","5,481",578,313,464,46,361,TRUE
Railplan,391,GLA,"2,021","11,109",904,477,711,71,522,TRUE
Railplan,392,GLA,"2,021","3,566",462,248,356,47,236,TRUE
Railplan,393,GLA,"2,021","1,591","1,669",828,"1,221",210,809,TRUE
Railplan,394,GLA,"2,021","3,091",864,418,694,94,387,TRUE
Railplan,395,GLA,"2,021","3,877","1,773",952,"1,384",224,"1,078",TRUE
Railplan,396,GLA,"2,021",282,486,203,327,60,183,TRUE
Railplan,397,GLA,"2,021","4,852","1,279",682,"1,034",122,718,TRUE
Railplan,398,GLA,"2,021","2,405","1,794",957,"1,450",171,"1,007",TRUE
Railplan,399,GLA,"2,021","4,140","1,726",832,"1,313",197,864,TRUE
Railplan,468,GLA,"2,021",396,"1,748",843,"1,347",227,"1,045",TRUE
Railplan,469,GLA,"2,021",552,"4,886","2,419","3,577",581,"2,414",TRUE
Railplan,470,GLA,"2,021",448,"2,060","1,022","1,511",246,"1,027",TRUE
Railplan,471,GLA,"2,021",176,"1,245",616,912,148,615,TRUE
Railplan,472,GLA,"2,021","1,205",879,450,653,103,451,TRUE
Railplan,473,GLA,"2,021","2,155","3,110","1,560","2,321",389,"1,619",TRUE
Railplan,474,GLA,"2,021","5,235","2,451","1,200","1,844",309,"1,297",TRUE
Railplan,475,GLA,"2,021","3,106",699,352,534,74,399,TRUE
Railplan,476,GLA,"2,021","4,435","2,099","1,096","1,489",335,"1,064",TRUE
Railplan,477,GLA,"2,021","5,349","2,170","1,108","1,643",249,"1,138",TRUE
Railplan,478,GLA,"2,021","2,233","1,175",528,908,141,652,TRUE
Railplan,479,GLA,"2,021","1,301","1,658",832,"1,172",271,846,TRUE
Railplan,480,GLA,"2,021","10,793",382,123,267,33,145,TRUE
Railplan,481,GLA,"2,021","7,882",501,237,385,59,273,TRUE
Railplan,482,GLA,"2,021","4,738",494,243,354,77,241,TRUE
Railplan,483,GLA,"2,021","1,451","3,707","1,787","2,856",481,"2,219",TRUE
Railplan,484,GLA,"2,021",829,"3,699","1,833","2,706",443,"1,828",TRUE
Railplan,485,GLA,"2,021",860,"4,191","2,215","3,195",289,"2,063",TRUE
Railplan,486,GLA,"2,021","8,492","3,604","1,870","2,668",406,"1,832",TRUE
Railplan,487,GLA,"2,021","1,326","1,430",712,"1,069",182,748,TRUE
Railplan,488,GLA,"2,021","1,215","1,170",591,895,124,669,TRUE
Railplan,489,GLA,"2,021","4,054",789,412,556,131,399,TRUE
Railplan,490,GLA,"2,021","12,446","1,777",883,"1,339",198,912,TRUE
Railplan,491,GLA,"2,021","4,067","1,874",833,"1,451",225,"1,045",TRUE
Railplan,492,GLA,"2,021","9,078",961,411,737,68,439,TRUE
Railplan,493,GLA,"2,021","2,320","2,101","1,063","1,484",349,"1,073",TRUE
Railplan,494,GLA,"2,021","16,109",152,47,112,13,58,TRUE
Railplan,495,GLA,"2,021","5,526",338,173,257,39,179,TRUE
Railplan,496,GLA,"2,021","6,581",479,213,370,57,267,TRUE
Railplan,497,GLA,"2,021",138,307,144,227,39,165,TRUE
Railplan,498,GLA,"2,021","4,216",483,219,340,67,234,TRUE
Railplan,499,GLA,"2,021","4,866","1,246",648,912,204,617,TRUE
Railplan,581,GLA,"2,021","2,686",319,166,234,52,158,TRUE
Railplan,582,GLA,"2,021","1,136","2,009","1,029","1,560",225,"1,011",TRUE
Railplan,583,GLA,"2,021","1,038","2,070",985,"1,543",232,847,TRUE
Railplan,584,GLA,"2,021","2,459","2,045","1,031","1,634",159,939,TRUE
Railplan,585,GLA,"2,021","1,257",830,421,669,61,386,TRUE
Railplan,586,GLA,"2,021","5,382",891,452,718,66,414,TRUE
Railplan,587,GLA,"2,021","5,633","1,231",628,990,93,584,TRUE
Railplan,588,GLA,"2,021","2,497","1,201",515,889,174,537,TRUE
Railplan,589,GLA,"2,021","4,323","3,076",949,"2,534",323,942,TRUE
Railplan,590,GLA,"2,021","4,497",640,211,538,56,258,TRUE
Railplan,591,GLA,"2,021","2,916","1,454",744,"1,135",159,741,TRUE
Railplan,592,GLA,"2,021","3,395","1,048",559,848,93,563,TRUE
Railplan,593,GLA,"2,021","2,138","1,279",647,995,145,643,TRUE
Railplan,594,GLA,"2,021","9,233","2,104","1,069","1,671",201,"1,063",TRUE
Railplan,595,GLA,"2,021","1,046","2,559","1,256","1,907",220,953,TRUE
Railplan,596,GLA,"2,021","1,837","1,170",565,877,127,484,TRUE
Railplan,597,GLA,"2,021",466,"2,206","1,023","1,629",269,"1,199",TRUE
Railplan,598,GLA,"2,021","3,621","1,759",890,"1,406",131,798,TRUE
Railplan,599,GLA,"2,021","6,891","1,187",602,956,87,552,TRUE
